title,num_bed,num_bath,area,amenities,location,building_type,purpose,price_in_BDT,details,listing_url
1309 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba, 1309 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 85000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Service Charge:  7500,,Advance Deposit:  170000,",http://www.rentalhomebd.com/properties/1309-sqft-unfurnished-apartment-for-rent-at-banani/198
2221 sqft Semi-furnished Apartment for Rent @ Banani, 3 bd, 4 ba, 2221 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties/2221-sqft-semi-furnished-apartment-for-rent-at-banani/199
2000 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba, 2000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 95000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  190000,",http://www.rentalhomebd.com/properties/2000-sqft-unfurnished-apartment-for-rent-at-banani/201
1800 sqft Furnished Apartment for Rent @ Banani, 3 bd, 3 ba, 1800 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  180000,",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-banani/200
2800 sqft Furnished Apartment for Rent @ Banani, 4 bd, 4 ba, 2800 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 145000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Service Charge:  15000,,Advance Deposit:  290000,",http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-for-rent-at-banani/202
2600 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba, 2600 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Emergency Exit,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  220000,",http://www.rentalhomebd.com/properties/2600-sqft-unfurnished-apartments-for-rent-at-banani/203
2450 sqft Unfurnished Apartment for Rent @ Banani, 4 bd, 5 ba, 2450 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 115000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7800,,Advance Deposit:  230000,",http://www.rentalhomebd.com/properties/2450-sqft-unfurnished-apartments-for-rent-at-banani/205
2200 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba, 2200 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-apartment-for-rent-at-banani/206
2800 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2800 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties/2800-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/171
2463 sqft Semi-furnished Apartment for Rent @ Banani, 3 bd, 4 ba, 2463 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 195000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  11500,,Advance Deposit:  390000,",http://www.rentalhomebd.com/properties/2463-sqft-semi-furnished-apartment-for-rent-at-banani/204
2000 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2000 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2000-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/172
4000 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 4000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 230000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  30000,,Advance Deposit:  460000,",http://www.rentalhomebd.com/properties/4000-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/173
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/174
2150 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2150 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties/2150-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/175
3400 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3400 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/3400-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/176
2540 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 2540 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties/2540-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/177
2700 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2700 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2700-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/181
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/179
3000 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 3000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  320000,",http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/182
2250 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2250 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  180000,",http://www.rentalhomebd.com/properties/2250-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/178
2700 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 2700 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 200000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Marble,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  400000,",http://www.rentalhomebd.com/properties/2700-sqft-unfurnished-apartments-for-rent-at-baridhara-diplomatic-zone/183
2700 sqft Unfurnished Apartments for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 2700 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  20000,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties/2700-sqft-unfurnished-apartments-for-rent-at-baridhara-diplomatic-zone/184
2500 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties/2500-sqft-unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/186
2200 sqft Unfurnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 2200 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 155000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  310000,",http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-apartment-for-rent-at-baridhara-diplomatic-zone/185
3400 sqft Semi-furnished Apartment for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3400 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 145000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  290000,",http://www.rentalhomebd.com/properties/3400-sqft-semi-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/187
3000 sqft furnished Apartment for Rent @ Uttara, 3 bd, 4 ba, 3000 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-for-rent-at-uttara/153
Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2700 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 185000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  370000,",http://www.rentalhomebd.com/properties/furnished-apartment-for-rent-at-baridhara-diplomatic-zone/154
2900 sqft Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2900 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 200000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  400000,",http://www.rentalhomebd.com/properties/2900-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/155
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 165000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  330000,",http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/156
1400 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 2 bd, 3 ba, 1400 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties/1400-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/157
2500 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/159
2667 sqft Furnished Apartment for Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2667 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties/2667-sqft-furnished-apartment-for-rent-at-baridhara-diplomatic-zone/160
