title,num_bed,num_bath,area,amenities,location,building_type,purpose,price_in_BDT,details,listing_url
3600 sqft Apartment for Rent @ Gulshan-2, 4 bd, 5 ba, 3600 sqft,"Intercom,Electricity,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Swimming Pool,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 210000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  16000,,Advance Deposit:  420000,",http://www.rentalhomebd.com/properties/3600-sqft-apartment-for-rent-at-gulshan-2/124
Luxurious 3300 sqft Semi-Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba, 3300 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Rooftop Garden,Gymnasium,Swimming Pool,Child Allowed","Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 350000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  20000,,Advance Deposit:  700000,",http://www.rentalhomebd.com/properties/luxurious-3300-sqft-semi-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/127
Commercial Space for Rent @ Banani, 0 bd, 9 ba, 3600 sqft,"Electricity,Elevator,Security Guard,CCTV,WASA","Kemal Ataturk Avenue, Banani, Dhaka, Banani, Dhaka",Office space,Rent, 500000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Advance Deposit:  1500000,",http://www.rentalhomebd.com/properties/commercial-space-for-rent-at-banani/128
Office Space of 3000 sqft for Rent @ Banani, 0 bd, 0 ba, 3000 sqft,"Electricity,Elevator,Security Guard,CCTV,WASA","Banani, Dhaka, Banani, Dhaka",Office space,Rent, 430000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Service Charge:  20000,,Advance Deposit:  860000,",http://www.rentalhomebd.com/properties/office-space-of-3000-sqft-for-rent-at-banani/129
1790 sqft Apartment for Rent @ Banani, 3 bd, 3 ba, 1790 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent, 80000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  8,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  160000,",http://www.rentalhomebd.com/properties/1790-sqft-apartment-for-rent-at-banani/130
4200 sqft Commercial space for Rent @ Banani, 0 bd, 7 ba, 4200 sqft,"Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room","Banani, Dhaka, Banani, Dhaka",Office space,Rent, 330000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Service Charge:  99999999.99,,Advance Deposit:  99999999.99,",http://www.rentalhomebd.com/properties/4200-sqft-commercial-space-for-rent-at-banani/131
1800 sqft Furnished Apartment for Rent @ Uttara, 3 bd, 4 ba, 1800 sqft,"Electricity,Govt. Gas,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Uttara, Dhaka, Uttara, Dhaka",Apartment/Flats,Rent, 95000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  190000,",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-uttara/133
2350 sqft Apartment for Rent @ Gulshan-1, 3 bd, 3 ba, 2350 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 80000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Balcony:  No,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  5000,,Advance Deposit:  160000,",http://www.rentalhomebd.com/properties/2350-sqft-apartment-for-rent-at-gulshan-1/99
Office Space for Rent @ Gulshan-1, 0 bd, 1 ba, 470 sqft,"Electricity,WASA","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Office space,Rent, 70000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  1,,Furnished Status:  Unfurnished,,Advance Deposit:  150000,",http://www.rentalhomebd.com/properties/office-space-for-rent-at-gulshan-1/101
2270 sqft Apartment for Rent @ Gulshan-1, 3 bd, 3 ba, 2270 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2270-sqft-apartment-for-rent-at-gulshan-1/103
Apartment For Rent @ Banani, 3 bd, 3 ba, 1600 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Swimming Pool,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 0/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-banani/102
2280 sqft Apartment for Rent @ Gulshan-1, 3 bd, 3 ba, 2280 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  No,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties/2280-sqft-apartment-for-rent-at-gulshan-1/104
4000 sqft Apartment For Rent @ Gulshan 1, 4 bd, 4 ba, 4000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 230000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  20000,,Advance Deposit:  1380000,",http://www.rentalhomebd.com/properties/4000-sqft-apartment-for-rent-at-gulshan-1/105
3000 sqft Unfurnished Apartment For Rent  @ Gulshan 1, 3 bd, 3 ba, 3000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  11000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties/3000-sqft-unfurnished-apartment-for-rent-at-gulshan-1/106
3650 sqft Apartment For Rent @ Gulshan 1, 5 bd, 5 ba, 3650 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  14000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties/3650-sqft-apartment-for-rent-at-gulshan-1/107
2600 sqft Furnished Property For Rent @ Gulshan 1, 4 bd, 4 ba, 2600 sqft,"Intercom,Wi-Fi,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 300000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,",http://www.rentalhomebd.com/properties/2600-sqft-furnished-property-for-rent-at-gulshan-1/108
Furnished property of 1800 sqft for Rent @ Gulshan-1, 3 bd, 4 ba, 1800 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties/furnished-property-of-1800-sqft-for-rent-at-gulshan-1/111
2400 sqft Furnished Top Floor Apartment for Rent @ Gulshan-1, 3 bd, 3 ba, 2400 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  8000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/2400-sqft-furnished-top-floor-apartment-for-rent-at-gulshan-1/109
3500 sqft Furnished Apartment for Rent @ Gulshan-1, 4 bd, 4 ba, 3500 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 140000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  8000,,Advance Deposit:  280000,",http://www.rentalhomebd.com/properties/3500-furnished-apartment-for-rent-at-gulshan-1/112
2400 sqft Apartment with Gym facility for Rent @ Gulshan-1, 3 bd, 4 ba, 2400 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Gymnasium,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties/2400-sqft-apartment-for-rent-at-gulshan-1/114
Apartment For Rent @ Gulshan-1, 4 bd, 4 ba, 3000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Floor Type:  Marble,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-gulshan-1/116
1800 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 3 ba, 1800 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  180000,",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-gulshan-2/113
Fully Furnished Apartment rent @ Baridhara, 3 bd, 4 ba, 1650 sqft,"Intercom,Wi-Fi,Fire Alarm,Electricity,Safety Grill,Internet,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  12000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/fully-furnished-apartment-rent-at-baridhara/74
Apartment For Rent @ Uttara, 3 bd, 3 ba, 1600 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","House-12, Road- 2, Sector- 11, Uttara, Dhaka",Apartment/Flats,Rent, 50000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  3,,Floor Type:  Tiled,,Balcony:  No,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  100000,",http://www.rentalhomebd.com/properties/apartment-for-rent-at-uttara/76
Semi-Furnished Apartment For Rent @ Gulshan-2, 3 bd, 4 ba, 2000 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  10000,,Advance Deposit:  220000,",http://www.rentalhomebd.com/properties/semi-furnished-apartment-for-rent-at-gulshan-2/83
2200 sqft Furnished Apartment for Rent @ Gulshan - 2, 3 bd, 4 ba, 2200 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  11,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2200-sqft-furnished-apartment-for-rent-at-gulshan-2/84
3000 sqft Semi-Furnished Apartment For Rent @ Gulshan-2, 4 bd, 4 ba, 3000 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  9,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/3000-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/85
3550 sqft Unfurnished Apartment For Rent @ Gulshan-2, 4 bd, 5 ba, 3550 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 155000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Balcony:  No,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  310000,",http://www.rentalhomebd.com/properties/3550-sqft-unfurnished-apartment-for-rent-at-gulshan-2/86
2500 sqft Furnished Apartment For Rent @ Gulshan-2, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  15000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2500-sqft-furnished-apartment-for-rent-at-gulshan-2/87
2300 sqft Apartment For Rent @ Gulshan-2, 3 bd, 4 ba, 2300 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 100000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  200000,",http://www.rentalhomebd.com/properties/2300-sqft-apartment-for-rent-at-gulshan-2/88
3300 sqft Apartment For Rent @ Gulshan-2, 3 bd, 4 ba, 3300 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 230000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  20000,,Advance Deposit:  460000,",http://www.rentalhomebd.com/properties/3300-sqft-apartment-for-rent-at-gulshan-2/90
Independent House for Rent @ Gulshan - 2, 8 bd, 9 ba, 5700 sqft,"Intercom,Fire Alarm,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Independent House,Rent, 450000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  900000,",http://www.rentalhomebd.com/properties/independent-house-for-rent-at-gulshan-2/89
4000 sqft Semi-Furnished Apartment For Rent @ Gulshan-2, 4 bd, 4 ba, 4000 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 255000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  10,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  25000,,Advance Deposit:  510000,",http://www.rentalhomebd.com/properties/4000-sqft-semi-furnished-apartment-for-rent-at-gulshan-2/91
Property For Rent @ Gulshan-2, 4 bd, 5 ba, 3600 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 160000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Balcony:  Yes,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  960000,",http://www.rentalhomebd.com/properties/property-for-rent-at-gulshan-2/94
3200 sqft Apartment for Rent @ Gulshan-1, 4 bd, 5 ba, 3200 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 85000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  170000,",http://www.rentalhomebd.com/properties/3200-sqft-apartment-for-rent-at-gulshan-1/96
Furnished Apartment For Rent @ Gulshan-2, 3 bd, 3 ba, 2000 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Hot Water,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  7000,,Advance Deposit:  330000,",http://www.rentalhomebd.com/properties/furnished-apartment-for-rent-at-gulshan-2/95
3000 sqft Apartment for Rent @ Gulshan-1, 4 bd, 4 ba, 3000 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  9,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  12000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties/3000-sqft-apartment-for-rent-at-gulshan-1/97
1850 sqft Furnished Apartment for Rent @ Gulshan-1, 3 bd, 4 ba, 1850 sqft,"Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent, 110000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  6000,,Advance Deposit:  220000,",http://www.rentalhomebd.com/properties/1850-sqft-furnished-apartment-for-rent-at-gulshan-1/98
2200 Sqft Unfurnished Property For Rent In Baridhara K Block, 3 bd, 3 ba, 2200 sqft,"Intercom,Electricity,Safety Grill,Internet,Govt. Gas,Elevator,Security Guard,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 105000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  10000,,Advance Deposit:  210000,",http://www.rentalhomebd.com/properties/2200-sqft-unfurnished-property-for-rent-in-baridhara-k-block/51
3 Bedroom Apartment For Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2250 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 90000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  6,,Floor Type:  Tiled,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Service Charge:  8000,,Advance Deposit:  180000,",http://www.rentalhomebd.com/properties/3-bedroom-apartment-for-rent-at-baridhara-diplomatic-zone/52
2500 sqft Apartment For Rent @ Baridhara Diplomatic Zone, 3 bd, 4 ba, 2500 sqft,"Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Guard's Room,Child Allowed","Baridhara, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties/2450-sqft-apartment-for-rent-at-baridhara-diplomatic-zone/55
