area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,dining,floor,floor_type,land_katha,living,location,parking_space,price_per_sft,property_type,view
1850,2,4,4,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
600,1,,2,1,,Ground,Tiled,,,"Adabor, Dhaka, Bangladesh",,Negotiable,Apartment,
830,1,2,2,1,,3rd,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"5,422.00৳",Apartment,
1735,3,4,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1275,2,3,3,1,,7th,Tiled,,,"Adabor, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1150,2,2,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1540,1,3,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1650,3,2,4,1,,Ground,Tiled,,,"Banani, Dhaka, Bangladesh",1,"12,200.00৳",Apartment,
1450,1,3,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"4,900.00৳",Apartment,
2394,2,5,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,200.00৳",Apartment,
1430,3,2,3,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1600,3,3,3,1,,8th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",2,"3,500.00৳",Apartment,
1630,2,3,3,1,,1st,Tiled,,,"Uttara West, Dhaka, Bangladesh",,Negotiable,Apartment,
1600,3,2,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,Negotiable,Apartment,
2400,2,2,3,1,,10th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1125,2,3,3,1,,4th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"8,500.00৳",Apartment,
1410,2,2,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,400.00৳",Apartment,
1500,2,3,3,1,,6th,Tiled,,,"Uttara East, Dhaka, Bangladesh",1,Negotiable,Apartment,
1650,4,5,3,,,3rd,Tiled,,,"Uttara East, Dhaka, Bangladesh",,"5,900.00৳",Apartment,
2750,4,3,4,1,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"7,273.00৳",Apartment,
1050,2,2,3,1,,6th,Tiled,,,"Uttara East, Dhaka, Bangladesh",,"4,286.00৳",Apartment,
1567,2,4,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"7,700.00৳",Apartment,
1550,3,,3,,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,800.00৳",Apartment,
1580,2,3,3,1,,6th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"9,150.00৳",Apartment,
4500,4,4,5,1,,2nd,Marble,,,"Bashundhara RA, Dhaka, Bangladesh",,"9,500.00৳",Apartment,
1000,1,2,3,1,,4th, Other,,,"Bashundhara RA, Dhaka, Bangladesh",,"3,000.00৳",Apartment,
950,1,,2,1,,6th,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"4,300.00৳",Apartment,
1550,2,2,4,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1705,2,2,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1550,2,3,4,1,,3rd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1500,3,3,3,,,1st,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1520,2,2,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,Negotiable,Apartment,
1610,2,2,3,2,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,600.00৳",Apartment,
1296,2,3,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,900.00৳",Apartment,
1661,4,4,3,1,,1st,Tiled,,,"Banani, Dhaka, Bangladesh",,Negotiable,Apartment,
1300,3,3,4,1,,4th,Mosaic,,,"Mirpur, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1250,2,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,400.00৳",Apartment,
1470,1,1,3,1,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,122.00৳",Apartment,
1550,2,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"95,00,000.00৳",Apartment,
900,1,2,2,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,600.00৳",Apartment,
1500,2,4,3,1,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1315,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1500,2,2,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1215,,3,3,1,,3rd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1480,3,4,4,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1035,2,2,3,,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"42,00,000.00৳",Apartment,
1050,1,2,3,1,,5th,Tiled,,,"Demra, Dhaka, Bangladesh",,"2,800.00৳",Apartment,
1500,2,3,2,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1750,3,2,4,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"1,35,00,000.00৳",Apartment,
2280,3,4,3,1,,5th,Tiled,,,"Uttara East, Dhaka, Bangladesh",1,"2,00,80,000.00৳",Apartment,
1900,3,2,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
3000,4,3,4,,,4th,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",2,"12,000.00৳",Apartment,
1550,2,1,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,10,00,000.00৳",Apartment,
1800,2,3,3,1,,2nd,Mosaic,,,"Mirpur, Dhaka, Bangladesh",,"5,300.00৳",Apartment,
1500,3,3,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,00,00,000.00৳",Apartment,
1200,2,3,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1200,2,3,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,Negotiable,Apartment,
1450,2,,3,1,,3rd,Tiled,,,"Aftabnagar, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1435,2,4,3,1,,4th,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
2100,3,3,4,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,999.00৳",Apartment,
1695,3,3,4,1,,17th,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"10,325.00৳",Apartment,
1727,2,,3,1,,12th,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1500,3,1,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,670.00৳",Apartment,
2467,3,3,4,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,700.00৳",Apartment,
1400,2,2,3,1,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,857.00৳",Apartment,
1044,1,3,3,1,,5th,Tiled,,,"Adabor, Dhaka, Bangladesh",,"4,790.00৳",Apartment,
1500,3,3,3,,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,133.00৳",Apartment,
1630,2,3,3,1,,6th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1563,3,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,00,00,000.00৳",Apartment,
1450,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1650,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,200.00৳",Apartment,
1735,3,2,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,262.00৳",Apartment,
1700,3,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,900.00৳",Apartment,
2232,3,4,3,,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1650,2,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1000,2,1,3,1,,5th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1900,3,5,4,1,,3rd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1530,3,3,3,,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,600.00৳",Apartment,
2600,3,3,4,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1975,3,3,3,,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1643,3,3,3,,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1470,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1450,1,4,3,1,,5th,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"5,863.00৳",Apartment,
1677,2,2,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1050,3,2,3,1,,10th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1650,1,2,3,2,,5th,Mosaic,,,"Paltan, Dhaka, Bangladesh",,"8,000.00৳",Apartment,
2254,3,4,4,1,,15th,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"12,000.00৳",Apartment,
1650,2,3,4,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"3,600.00৳",Apartment,
1779,2,4,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment,
2400,4,3,4,,,7th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1320,2,2,3,1,,5th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"4,924.00৳",Apartment,
1553,3,3,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
850,1,2,2,1,,1st,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"5,295.00৳",Apartment,
1285,1,2,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"40,00,000.00৳",Apartment,
1300,2,3,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,100.00৳",Apartment,
1400,2,1,2,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"7,000.00৳",Apartment,
1550,3,3,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1595,2,3,3,1,,13th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1900,2,3,4,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1000,1,2,2,1,,1st,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,445.00৳",Apartment,
1900,3,4,4,,,5th,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"13,000.00৳",Apartment,
900,1,2,2,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment,
1020,2,3,3,,,8th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"5,000.00৳",Apartment,
2000,4,2,4,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1350,3,2,4,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,900.00৳",Apartment,
1200,2,2,3,1,,8th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment,
850,1,1,2,1,,6th,Tiled,,,"Nikunja, Dhaka, Bangladesh",,"8,750.00৳",Apartment,
1863,3,1,3,,,7th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"10,500.00৳",Apartment,
1650,2,2,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"1,05,00,000.00৳",Apartment,
1625,3,2,3,,,7th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"6,600.00৳",Apartment,
1800,3,3,3,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1170,2,2,3,1,,2nd,Tiled,,,"Nikunja, Dhaka, Bangladesh",1,"6,900.00৳",Apartment,
950,1,,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"3,200.00৳",Apartment,
1311,2,3,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,580.00৳",Apartment,
1285,2,3,3,1,,5th,Tiled,,,"Malibagh, Dhaka, Bangladesh",2,"7,400.00৳",Apartment,
1550,2,2,3,1,,2nd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"7,741.00৳",Apartment,
1500,2,2,3,1,,5th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1045,1,1,3,1,,2nd,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"51,00,000.00৳",Apartment,
1060,1,2,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,850.00৳",Apartment,
1900,2,3,3,,,8th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"8,500.00৳",Apartment,
1727,3,3,3,,,9th,Tiled,,,"Banani, Dhaka, Bangladesh",,"1,95,00,000.00৳",Apartment,
1000,1,3,3,1,,3rd,Mosaic,,,"Banashree, Dhaka, Bangladesh",,"5,00,000.00৳",Apartment,
1750,2,3,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,290.00৳",Apartment,
1225,1,2,3,1,,15th,Tiled,,,"Khilkhet, Dhaka, Bangladesh",,"4,800.00৳",Apartment,
1362,3,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"7,350.00৳",Apartment,
700,1,1,3,,,3rd,Tiled,,,"Kamrangir Char, Dhaka, Bangladesh",,"3,000.00৳",Apartment,
1530,2,2,3,1,,3rd,Tiled,,,"Uttara East, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1125,2,2,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"50,00,000.00৳",Apartment,
1100,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1250,2,3,3,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",1,Negotiable,Apartment,
1275,2,2,3,1,,1st,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,650.00৳",Apartment,
1350,3,2,3,1,,1st,Tiled,,,"Wari, Dhaka, Bangladesh",1,"8,150.00৳",Apartment,
3340,3,,3,1,,8th,Tiled,,,"Banani, Dhaka, Bangladesh",2,"4,50,00,000.00৳",Apartment,
1194,3,3,3,1,,9th,Tiled,,,"Wari, Dhaka, Bangladesh",1,"8,500.00৳",Apartment,
2,3,2,3,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",,Negotiable,Apartment,
550,,1,2,1,,Ground,Tiled,,,"Banashree, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1481,2,3,3,1,,8th,Tiled,,,"Wari, Dhaka, Bangladesh",1,"10,130.00৳",Apartment,
875,1,3,2,1,,4th,Tiled,,,"Adabor, Dhaka, Bangladesh",,Negotiable,Apartment,
1200,3,2,3,1,,7th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"6,666.00৳",Apartment,
820,1,1,2,1,,6th,Tiled,,,"Wari, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1125,2,2,3,,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,622.00৳",Apartment,
1250,2,3,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"3,600.00৳",Apartment,
1180,2,2,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,600.00৳",Apartment,
1500,2,4,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
650,1,2,2,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,450.00৳",Apartment,
1244,2,3,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
2250,3,3,4,1,,9th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1270,2,3,3,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",,"5,100.00৳",Apartment,
1388,2,3,3,1,,3rd,Tiled,,,"Badda, Dhaka, Bangladesh",1,Negotiable,Apartment,
1050,1,2,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"3,800.00৳",Apartment,
1500,2,3,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,333.33৳",Apartment,
1620,3,3,3,1,,1st,Tiled,,,"Badda, Dhaka, Bangladesh",,"7,000.00৳",Apartment,
1200,3,3,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",1,Negotiable,Apartment,
1125,2,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
950,1,,2,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"7,600.00৳",Apartment,
2500,3,3,3,1,,2nd,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"7,000.00৳",Apartment,
1175,2,2,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1150,2,2,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1020,1,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1700,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"5,295.00৳",Apartment,
1125,2,2,3,1,,1st,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1100,2,3,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,400.00৳",Apartment,
1060,2,2,3,,,4th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"65,00,000.00৳",Apartment,
1000,1,3,3,1,,2nd,Mosaic,,,"Banashree, Dhaka, Bangladesh",1,"55,00,000.00৳",Apartment,
2150,3,3,3,,,4th,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1290,3,2,3,,,5th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1385,3,3,3,1,,10th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,800.00৳",Apartment,
1356,2,3,3,1,,5th,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",,"4,975.00৳",Apartment,
1250,3,2,3,1,,2nd,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"6,400.00৳",Apartment,
2000,4,2,4,,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1274,2,,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
2000,1,2,2,1,,7th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"3,500.00৳",Apartment,
1450,2,3,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,400.00৳",Apartment,
2100,3,3,4,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1250,2,2,3,1,,10th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1125,1,,3,1,,4th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",,"24,000.00৳",Apartment,
1511,3,3,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,288.00৳",Apartment,
720,2,2,2,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"4,444.00৳",Apartment,
600,1,1,2,1,,5th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,700.00৳",Apartment,
2200,4,4,5,1,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
1100,1,2,2,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,909.00৳",Apartment,
1365,3,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
965,1,2,2,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"60,00,000.00৳",Apartment,
1175,2,2,3,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1475,2,4,3,1,,9th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"4,200.00৳",Apartment,
1100,2,2,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"3,000.00৳",Apartment,
1150,2,2,3,,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1200,3,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment,
1460,2,,3,,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"9,500.00৳",Apartment,
1350,3,4,3,1,,3rd,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1200,2,3,3,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment,
1330,2,2,3,1,,7th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"40,000.00৳",Apartment,
2440,4,2,4,1,,7th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1618,2,2,3,1,,5th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"4,600.00৳",Apartment,
1310,3,2,4,1,,8th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1272,2,2,3,1,,5th,Tiled,,,"Adabor, Dhaka, Bangladesh",,"4,300.00৳",Apartment,
1150,2,2,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,600.00৳",Apartment,
1200,2,,3,1,,8th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"66,00,000.00৳",Apartment,
2700,5,3,5,,,1st,Tiled,,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment,
1172,2,2,3,1,,3rd,Tiled,,,"Rampura, Dhaka, Bangladesh",,"4,700.00৳",Apartment,
1500,2,3,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment,
1540,3,3,4,,,10th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1359,2,3,3,1,,2nd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,800.00৳",Apartment,
2,2,1,3,1,,3rd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"8,300.00৳",Apartment,
3500,3,4,4,1,,1st,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",2,"20,000.00৳",Apartment,
3000,5,1,6,1,,3rd,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",2,"13,500.00৳",Apartment,
3000,5,1,5,1,,2nd,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",2,"8,00,00,000.00৳",Apartment,
1010,1,3,3,1,,3rd,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"2,500.00৳",Apartment,
1005,1,2,2,1,,6th,Tiled,,,"Uttara West, Dhaka, Bangladesh",,"3,700.00৳",Apartment,
1350,2,2,3,1,,3rd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,930.00৳",Apartment,
1080,1,2,3,1,,9th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"50,00,000.00৳",Apartment,
960,2,2,3,1,,3rd,Tiled,,,"Cantonment, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1300,3,3,3,,,7th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1160,2,2,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1727,4,4,4,1,,9th,Tiled,,,"Banani, Dhaka, Bangladesh",1,"12,200.00৳",Apartment,
1100,2,3,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1476,2,2,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
900,,1,2,3,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"20,000.00৳",Apartment,
750,1,2,2,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,700.00৳",Apartment,
1400,2,3,3,1,,2nd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1200,2,2,3,1,,3rd,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1400,2,1,3,1,,1st,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,857.00৳",Apartment,
3800,4,2,4,1,,4th,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",2,"20,000.00৳",Apartment,
4650,4,2,4,,,4th,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",2,"16,600.00৳",Apartment,
3500,5,4,4,1,,5th,Tiled,,,"Gulshan 1, Dhaka, Bangladesh",2,"23,000.00৳",Apartment,
850,1,2,2,1,,6th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"5,300.00৳",Apartment,
1100,2,3,3,1,,7th,Tiled,,,"Pallabi , Dhaka, Bangladesh",,"3,200.00৳",Apartment,
1050,1,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1135,2,2,3,1,,10th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1362,2,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
855,1,2,2,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1370,2,2,3,1,,3rd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"3,500.00৳",Apartment,
750,1,2,2,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"3,100.00৳",Apartment,
1060,2,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
