area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,dining,floor,floor_type,land_katha,living,location,parking_space,price_per_sft,property_type,view
1856,2,3,3,1,,9th,Tiled,,,", , ",1,Negotiable,Apartment,
1441,2,2,3,1,,9th,Tiled,,,", , ",1,Negotiable,Apartment,
1725,2,4,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"9,000.00৳",Apartment,
4,1,1,2,1,,3rd, Other,,,", , ",1,"6,30,000.00৳",Apartment,
360,1,1,1,,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment,
1350,1,,3,2,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"7,900.00৳",Apartment,
1835,2,3,3,1,,1st,Tiled,,,"Moghbazar, Dhaka, Bangladesh",,"7,750.00৳",Apartment,
1000,1,2,2,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,300.00৳",Apartment,
1133,2,2,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,060.00৳",Apartment,
650,1,1,2,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,846.00৳",Apartment,
1165,2,3,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
750,1,1,2,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,067.00৳",Apartment,
1200,2,3,4,1,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"10,000.00৳",Apartment,
1684,2,3,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
,,,,,,1st,Tiled,,,"Singiar, Manikganj, Bangladesh",,Negotiable,Apartment,
1720,3,4,3,,,3rd,Tiled,,,"Malibagh, Dhaka, Bangladesh",,"7,000.00৳",Apartment,
1100,2,4,3,1,,3rd,Tiled,,,", , ",,"4,500.00৳",Apartment,
1350,2,2,3,1,,4th,Tiled,,,", , ",,"4,200.00৳",Apartment,
2540,4,4,4,1,,11th,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"21,000.00৳",Apartment,
1411,2,2,3,1,,9th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
660,1,2,2,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,545.00৳",Apartment,
870,1,2,2,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,600.00৳",Apartment,
850,1,2,2,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"5,530.00৳",Apartment,
1550,1,1,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
2220,3,3,3,1,,1st,Mosaic,,,"Baridhara, Dhaka, Bangladesh",1,"20,000.00৳",Apartment,
1550,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,800.00৳",Apartment,
1000,1,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1270,2,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,118.00৳",Apartment,
1350,2,3,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,926.00৳",Apartment,
850,1,1,4,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"7,647.00৳",Apartment,
1300,2,2,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment,
1400,2,3,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1412,2,1,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1700,3,4,4,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,882.00৳",Apartment,
1000,1,2,2,1,,4th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
840,1,2,2,1,,4th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1070,1,2,3,1,,2nd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"5,141.00৳",Apartment,
1190,2,2,3,1,,6th,Tiled,,,"Khulna City, Khulna, Bangladesh",,"3,200.00৳",Apartment,
750,1,2,2,1,,Ground,Tiled,,,"Banashree, Dhaka, Bangladesh",,"3,335.00৳",Apartment,
1900,2,3,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1375,2,2,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment,
1140,2,3,3,1,,3rd,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",1,"6,600.00৳",Apartment,
1386,1,2,3,1,,1st,Tiled,,,"Narayanganj, Narayanganj, Bangladesh",1,"5,500.00৳",Apartment,
1700,2,3,3,1,,1st,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1020,2,2,3,1,,5th, Other,,,"Basabo, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1250,2,3,3,1,,12th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"8,400.00৳",Apartment,
1115,1,2,2,1,,7th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"3,600.00৳",Apartment,
2154,2,3,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",2,"9,052.00৳",Apartment,
1710,3,2,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,730.00৳",Apartment,
710,2,1,2,,,2nd,Tiled,,,"Pallabi , Dhaka, Bangladesh",,"39,00,000.00৳",Apartment,
1518,2,3,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"8,600.00৳",Apartment,
1520,2,2,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,300.00৳",Apartment,
850,1,1,3,1,,4th,Tiled,,,"Lalbag, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
1500,2,3,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1205,2,2,3,1,,3rd,Tiled,,,"Paltan, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
1250,2,3,3,1,,11th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment,
2990,3,2,4,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"16,722.00৳",Apartment,
1600,3,3,4,1,,5th,Tiled,,,"Sylhet City, Sylhet, Bangladesh",,"3,000.00৳",Apartment,
1375,2,3,3,1,,1st,Tiled,,,"Farmgate, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
2560,3,4,4,1,,9th,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"22,000.00৳",Apartment,
900,2,2,2,,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"7,777.78৳",Apartment,
1324,2,3,3,1,,10th,Tiled,,,"Malibagh, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
2150,2,,2,1,,3rd,Tiled,,,"Nikunja, Dhaka, Bangladesh",1,"34,883.00৳",Apartment,
1435,2,4,3,1,,7th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"10,452.00৳",Apartment,
1250,1,2,3,1,,3rd,Tiled,,,"Cantonment, Dhaka, Bangladesh",,"10,000.00৳",Apartment,
870,1,2,2,1,,6th,Tiled,,,"Cox's Bazar Sadar, Cox's Bazar, Bangladesh",,Negotiable,Apartment,
1985,2,5,3,1,,4th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"9,070.00৳",Apartment,
1150,2,3,3,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"5,655.00৳",Apartment,
950,1,1,3,1,,3rd,Tiled,,,"Farmgate, Dhaka, Bangladesh",1,"6,315.00৳",Apartment,
1000,1,2,2,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1400,2,2,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
900,1,2,2,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1210,1,2,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,550.00৳",Apartment,
1240,2,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,525.00৳",Apartment,
1220,2,2,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"10,245.00৳",Apartment,
1450,2,3,3,1,,1st,Tiled,,,"Rampura, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
900,1,2,2,1,,14th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1700,2,2,3,1,,3rd,Tiled,,,"Farmgate, Dhaka, Bangladesh",1,"14,710.00৳",Apartment,
1500,2,2,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1850,2,3,3,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"1,53,00,000.00৳",Apartment,
920,1,1,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1550,2,3,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,775.00৳",Apartment,
2540,3,3,4,1,,11th,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"19,700.00৳",Apartment,
2360,4,4,4,,,4th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"5,000.00৳",Apartment,
1650,3,3,3,1,,4th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,666.67৳",Apartment,
2250,2,3,3,1,,1st,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"2,10,00,000.00৳",Apartment,
1000,2,,3,,,2nd,Tiled,,,"Khulna City, Khulna, Bangladesh",,"45,000.00৳",Apartment,
1,2,2,3,1,,3rd,Tiled,,,"Ramna, Dhaka, Bangladesh",,"12,000.00৳",Apartment,
1025,2,2,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1327,2,2,3,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1680,2,3,4,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,400.00৳",Apartment,
1390,2,4,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"7,800.00৳",Apartment,
1200,3,,3,1,,7th,Tiled,,,", , ",,"6,500.00৳",Apartment,
754,1,2,2,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,973.00৳",Apartment,
1200,2,,3,1,,4th,Tiled,,,", , ",,"6,200.00৳",Apartment,
1300,2,2,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,390.00৳",Apartment,
1400,3,2,3,,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
850,1,1,3,1,,4th,Tiled,,,", , ",,"7,500.00৳",Apartment,
1700,3,,3,,,7th,Tiled,,,", , ",1,"8,500.00৳",Apartment,
4560,3,,3,,,1st,Tiled,,,", , ",1,"13,500.00৳",Apartment,
1300,2,3,3,1,,7th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"93,00,000.00৳",Apartment,
1680,3,3,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1225,2,,3,1,,7th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1220,3,2,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
935,1,2,2,1,,8th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,Negotiable,Apartment,
1200,2,3,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"7,000.00৳",Apartment,
1350,2,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"7,037.00৳",Apartment,
1150,1,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1260,1,1,3,1,,10th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1090,1,2,3,1,,4th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"5,045.00৳",Apartment,
650,1,1,2,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,384.00৳",Apartment,
1900,3,4,4,1,,8th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"11,000.00৳",Apartment,
1700,2,,2,1,,5th,Tiled,,,", , ",1,"11,800.00৳",Apartment,
2200,4,2,4,1,,5th,Mosaic,,,", , ",1,"8,500.00৳",Apartment,
1100,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1600,3,3,4,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,200.00৳",Apartment,
1350,2,3,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,555.00৳",Apartment,
1678,3,3,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
1800,3,3,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
1210,1,2,3,1,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
935,1,,2,1,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
2600,6,4,6,2,,3rd,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"3,000.00৳",Apartment,
800,1,2,3,1,,4th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1130,2,2,3,1,,3rd,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,867.00৳",Apartment,
1735,2,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1313,2,2,3,1,,4th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"4,570.00৳",Apartment,
1315,2,3,3,1,,9th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"9,000.00৳",Apartment,
2,1,1,2,1,,6th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1200,2,3,3,1,,6th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"8,333.00৳",Apartment,
1735,4,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,780.00৳",Apartment,
1200,3,1,3,,,5th,Tiled,,,"Rupnagar, Dhaka, Bangladesh",1,"5,166.00৳",Apartment,
2000,2,2,3,1,,10th,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1518,2,2,3,1,,3rd,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",1,"7,905.00৳",Apartment,
1500,2,3,3,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
600,1,1,2,,,6th,Tiled,,,"Rupnagar, Dhaka, Bangladesh",,"4,666.00৳",Apartment,
2350,2,2,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"13,500.00৳",Apartment,
1200,2,3,3,1,,4th,Tiled,,,"Rupnagar, Dhaka, Bangladesh",1,"4,333.00৳",Apartment,
630,2,2,2,1,,5th,Tiled,,,"Rupnagar, Dhaka, Bangladesh",1,"3,810.00৳",Apartment,
2050,2,2,3,1,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1570,2,3,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1115,1,1,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1550,2,3,3,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1550,2,3,3,2,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment,
1125,2,3,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,778.00৳",Apartment,
1550,2,3,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,600.00৳",Apartment,
1240,2,2,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1425,2,3,3,1,,3rd,Tiled,,,"New Market, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
7,2,2,2,,,1st, Other,,,"Moulvibazar Sadar, Moulvibazar, Bangladesh",,"1,50,000.00৳",Apartment,
995,2,2,3,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1800,4,5,4,1,,1st,Tiled,,,"Sylhet City, Sylhet, Bangladesh",,"4,500.00৳",Apartment,
1030,1,2,2,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1403,2,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"7,127.00৳",Apartment,
2950,3,3,4,1,,8th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1500,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,400.00৳",Apartment,
900,1,1,2,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,389.00৳",Apartment,
1400,2,1,3,1,,5th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,642.00৳",Apartment,
1396,2,2,4,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment,
1300,2,3,3,1,,6th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,200.00৳",Apartment,
1400,2,3,3,1,,9th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,215.00৳",Apartment,
1145,2,3,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment,
935,1,2,2,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1650,2,3,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,300.00৳",Apartment,
1025,1,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"6,341.00৳",Apartment,
650,1,1,2,1,,Ground,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
700,1,1,2,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,428.00৳",Apartment,
1450,2,3,3,1,,6th, Other,,,"Banashree, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
905,1,2,2,1,,4th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,600.00৳",Apartment,
1350,2,2,3,1,,7th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1050,1,2,2,1,,16th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1069,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,209.00৳",Apartment,
1150,2,2,2,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,087.00৳",Apartment,
1500,2,2,3,1,,14th,Tiled,,,"Motijheel, Dhaka, Bangladesh",,"7,500.00৳",Apartment,
1300,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1400,2,2,3,1,,7th,Tiled,,,"Malibagh, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1180,2,2,2,1,,5th,Tiled,,,"Khulna City, Khulna, Bangladesh",,"3,800.00৳",Apartment,
1300,2,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1800,1,2,3,1,,4th,Tiled,,,"Khulna City, Khulna, Bangladesh",,"2,586.00৳",Apartment,
700,1,2,2,1,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"3,570.00৳",Apartment,
1134,1,1,3,1,,9th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"4,850.00৳",Apartment,
816,1,1,2,1,,8th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1250,2,2,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1300,2,2,3,1,,1st,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1300,2,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1245,2,3,3,1,,2nd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"6,024.00৳",Apartment,
1510,2,3,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"9,933.00৳",Apartment,
1050,2,2,3,1,,7th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"4,762.00৳",Apartment,
1200,2,2,3,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
700,2,1,2,,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"4,200.00৳",Apartment,
1185,1,2,1,1,,7th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"3,500.00৳",Apartment,
1625,2,2,3,1,,4th,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"5,230.00৳",Apartment,
1654,3,3,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1438,2,2,3,1,,2nd,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"6,676.00৳",Apartment,
1700,3,3,4,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,700.00৳",Apartment,
1908,2,2,3,1,,5th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
935,2,3,3,1,,8th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"4,812.00৳",Apartment,
1700,2,2,3,1,,6th,Tiled,,,"Khilkhet, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
2056,3,2,3,1,,6th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1400,2,1,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,850.00৳",Apartment,
1000,1,2,2,1,,3rd,Tiled,,,"New Market, Dhaka, Bangladesh",,Negotiable,Apartment,
1680,2,4,3,1,,8th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,547.00৳",Apartment,
2377,3,3,4,1,,9th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1800,3,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,900.00৳",Apartment,
2600,2,3,3,1,,3rd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1275,2,2,3,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1590,2,3,3,1,,8th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"11,000.00৳",Apartment,
1550,2,2,3,1,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1550,2,3,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,130.00৳",Apartment,
1450,2,2,3,1,,7th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,550.00৳",Apartment,
1500,3,1,3,1,,2nd,Tiled,,,"Sylhet City, Sylhet, Bangladesh",1,"3,000.00৳",Apartment,
1460,2,3,3,1,,1st,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,200.00৳",Apartment,
1355,2,2,3,1,,8th,Tiled,,,"Malibagh, Dhaka, Bangladesh",,Negotiable,Apartment,
1575,2,3,3,1,,2nd,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1200,1,3,3,1,,2nd,Tiled,,,"Sylhet City, Sylhet, Bangladesh",1,"2,650.00৳",Apartment,
1775,3,4,3,1,,8th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1800,3,4,3,1,,2nd,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
570,1,1,2,,,4th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1190,2,3,3,1,,7th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"9,300.00৳",Apartment,
1571,2,3,3,1,,2nd,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"9,000.00৳",Apartment,
1700,2,2,3,1,,4th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,Negotiable,Apartment,
1730,2,4,3,1,,9th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"9,000.00৳",Apartment,
1400,2,3,3,1,,2nd,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"7,571.00৳",Apartment,
5,2,2,3,1,,5th, Other,,,"Chattogram City, Chattogram, Bangladesh",,"5,130.00৳",Apartment,
1215,2,3,3,1,,7th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,526.00৳",Apartment,
2100,4,3,5,,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"7,143.00৳",Apartment,
1450,3,2,3,1,,7th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"6,206.00৳",Apartment,
1200,2,2,3,1,,8th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"8,500.00৳",Apartment,
1000,1,1,3,1,,4th,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"3,800.00৳",Apartment,
1237,2,3,2,1,,6th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"6,871.00৳",Apartment,
1190,2,2,3,1,,5th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1430,2,2,3,1,,1st,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1047,1,2,2,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,826.00৳",Apartment,
1500,2,3,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
650,1,1,2,1,,4th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1400,3,3,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"8,714.00৳",Apartment,
1465,2,3,3,1,,5th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"9,556.00৳",Apartment,
1100,1,1,2,1,,5th,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,800.00৳",Apartment,
1200,2,3,3,,,3rd,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",,"5,578.00৳",Apartment,
330,,,2,1,,1st,Tiled,,,"Lalbag, Dhaka, Bangladesh",,"3,000.00৳",Apartment,
1069,2,2,3,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,209.00৳",Apartment,
