area,balconies,baths,bedroom,location,price,property_type,property_url,purpose,City,Area,Address,Mosque/Prayer Room-amenity,Parks-amenity,Telephone line-amenity,Solar panels-amenity,Bazaar-amenity,Garden-amenity,Generator-amenity,Hot water and heating-amenity,Security Alarm System-amenity,Inter com-amenity,School-amenity,Guest Parking-amenity,Satellite or cable TV-amenity,Fire Services-amenity,Graveyard-amenity,Gas Connection-amenity,Civil Defense-amenity,Pool-amenity,Play Ground-amenity,Lakes-amenity,null-amenity,Water Supply-amenity,Gas-amenity,Gymnasium-amenity,Police Box-amenity,Universities-amenity,Banks-amenity,CCTV-amenity,Cylinder Gas-amenity,Self Water supply-amenity,Fire exit-amenity,WASA connection-amenity,Servent Room-amenity,Electronic security-amenity,Electricity-amenity,Security-amenity,College-amenity,Eid congregation place-amenity,Fire Protection-amenity,Hospital-amenity,Servent Toilet-amenity,Post Office-amenity,Wi-Fi connectivity-amenity,Lift-amenity,Mosque-amenity
2000.0,2.0,3.0,3.0,"Khulshi , Chittagong",32000.0,Residential,https://www.bdhousing.com/details/245688/sunny-apartment-2000-sqft-3-beds-rent-khulshi,Rent,,Khulshi, Chittagong,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
1600.0,1.0,3.0,3.0,"Dhanmondi , Dhaka",37000.0,Residential,https://www.bdhousing.com/details/245681/1600-sqft-3-beds-apartment-flats-rent-dhanmondi,Rent,Dhaka,Dhanmondi,,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
1200.0,3.0,2.0,3.0,"Motijheel , Dhaka",18000.0,Residential,https://www.bdhousing.com/details/243764/apartment-flats-rent-prestigious-gopibagh-area,Rent,Dhaka,Motijheel,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
2310.0,4.0,6.0,6.0,"Mohammadpur , Dhaka",10200000.0,Residential,https://www.bdhousing.com/details/244931/2310-sqft-6-beds-under-construction-apartment-flats-for-sale-at-mohammadpur,Sale,Dhaka,Mohammadpur,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1200.0,2.0,3.0,3.0,"Pirerbag , Dhaka",6320000.0,Residential,https://www.bdhousing.com/details/245511/3-beds-ready-apartment-flats-sale-pirerbag,Sale,Dhaka,,Pirerbag ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1400.0,4.0,3.0,3.0,"Rampura , Dhaka",30000.0,Residential,https://www.bdhousing.com/details/244624/1400-sqft-3-beds-apartment-flats-rent-rampura,Rent,Dhaka,Rampura,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes
1600.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245321/1600-sqft-3-beds-apartment-flats-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
1550.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",11000000.0,Residential,https://www.bdhousing.com/details/245436/1550-sqft-3-beds-used-apartment-flats-for-sale-at-bashundhara-r-a,Sale,Dhaka,,Bashundhara R/A ,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
3200.0,4.0,3.0,4.0,"Dhanmondi , Dhaka",,Residential,https://www.bdhousing.com/details/243663/3200-sqft-4-beds-ready-apartment-flats-for-sale-at-dhanmondi,Sale,Dhaka,Dhanmondi,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1350.0,2.0,2.0,4.0,"Kolatoli , Coxs Bazar",,Residential,https://www.bdhousing.com/details/245013/1350-sqft-4-beds-ready-apartment-flats-sale-kolatoli,Rent,,,"Kolatoli , Coxs Bazar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1200.0,3.0,3.0,3.0,"Mirpur 1 , Dhaka",15000.0,Residential,https://www.bdhousing.com/details/243550/1200-sqft-3-beds-apartment-flats-for-rent-at-mirpur-1,Rent,Dhaka,,Mirpur 1 ,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
2250.0,4.0,4.0,3.0,"Banani , Dhaka",43000.0,Residential,https://www.bdhousing.com/details/245317/2250-sqft-3-beds-apartment-flats-rent-banani,Rent,Dhaka,Banani,,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
1150.0,2.0,2.0,3.0,"Khulshi , Chittagong",,Residential,https://www.bdhousing.com/details/244185/1150-sqft-3-beds-under-construction-apartment-flats-for-sale-at-khulshi,Sale,,Khulshi, Chittagong,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
2000.0,,,,"Agrabad , Chittagong",40000.0,Commercial,https://www.bdhousing.com/details/245488/space-floors-for-rent,Rent,,,"Agrabad , Chittagong",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
700.0,,,,"Shyamoli , Dhaka",70000.0,Commercial,https://www.bdhousing.com/details/243981/700-sqft-showroom-shop-restaurant-rent-shyamoli,Rent,Dhaka,Shyamoli,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes
700.0,2.0,2.0,2.0,"Monipur , Dhaka",4050000.0,Residential,https://www.bdhousing.com/details/245764/2-beds-apartment-flats-sale-monipur,Sale,Dhaka,,Monipur ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1495.0,3.0,3.0,3.0,"Mohammadpur , Dhaka",30000.0,Residential,https://www.bdhousing.com/details/245571/1495-sqft-3-beds-flats-rent-near-lalmatia-city-hospital,Rent,Dhaka,Mohammadpur,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
2130.0,3.0,3.0,3.0,"Uttara , Dhaka",27599999.999999996,Residential,https://www.bdhousing.com/details/244314/2130-sqft-3-beds-ready-apartment-flats-for-sale-at-uttara,Sale,Dhaka,Uttara,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1750.0,3.0,4.0,4.0,"Mohammadpur , Dhaka",7625000.0,Residential,https://www.bdhousing.com/details/244468/4-beds-apartment-flats-sale-mohammadpur,Sale,Dhaka,Mohammadpur,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1771.0,1.0,3.0,3.0,"Lalmatia , Dhaka",,Residential,https://www.bdhousing.com/details/233108/1771-sqft-3-beds-under-construction-flats-for-sale-at-lalmatia,Sale,Dhaka,Lalmatia,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1175.0,3.0,3.0,3.0,"Aftab Nagar , Dhaka",,Residential,https://www.bdhousing.com/details/242223/1320-sqft-3-beds-under-construction-flats-for-sale-at-aftab-nagar,Sale,Dhaka,Aftab Nagar,,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
230.0,,,,"Nasirbad , Chittagong",38000.0,Commercial,https://www.bdhousing.com/details/244270/showroom-shop-restaurant%20rent-nasirbad,Rent,,,"Nasirbad , Chittagong",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1450.0,3.0,3.0,3.0,"Dakshin khan , Dhaka",,Residential,https://www.bdhousing.com/details/245781/3-beds-almost-ready-apartment-flats-sale-dakshin-khan,Sale,Dhaka,Dakshin Khan,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1610.0,3.0,4.0,3.0,"Uttara , Dhaka",12100000.0,Residential,https://www.bdhousing.com/details/245545/1610-sqft-3-beds-ready-apartment-flats-for-sale-at-uttara,Sale,Dhaka,Uttara,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
18.0,4.0,3.0,3.0,"Mohammadpur , Dhaka",18000.0,Residential,https://www.bdhousing.com/details/244551/1650-sqft-3-beds-luxurious-apartment-flats-rent-mohammadpur,Rent,Dhaka,Mohammadpur,,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
1100.0,2.0,2.0,3.0,"Mirpur 2 , Dhaka",16500.0,Residential,https://www.bdhousing.com/details/245454/1100-sqft-3-beds-apartment-flats-rent-mirpur-2,Rent,Dhaka,,Mirpur 2 ,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes
2062.0,1.0,3.0,3.0,"Lalmatia , Dhaka",,Residential,https://www.bdhousing.com/details/232961/property-size-2054-2062-sqft,Sale,Dhaka,Lalmatia,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
2200.0,,,,"Uttara , Dhaka",176000.0,Commercial,https://www.bdhousing.com/details/245495/2200-sqft-ready-showroom-shop-office-sale-uttara,Rent,Dhaka,Uttara,,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No
2250.0,2.0,3.0,3.0,"Banani , Dhaka",75000.0,Residential,https://www.bdhousing.com/details/244765/2250-sqft-3-beds-apartment-flats-rent-banani,Rent,Dhaka,Banani,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
1250.0,2.0,3.0,3.0,"Pirerbag , Dhaka",17000.0,Residential,https://www.bdhousing.com/details/244031/apartment-flat-rent-1250sft-south-pirerbag-mirpur-dhaka,Rent,Dhaka,,Pirerbag ,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1787.0,4.0,4.0,4.0,"Dakshin khan , Dhaka",,Residential,https://www.bdhousing.com/details/245776/apartment-flats-sale-dakshin-khan,Sale,Dhaka,Dakshin Khan,,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No
1080.0,3.0,3.0,3.0,"Rupnagar , Dhaka",5924000.0,Residential,https://www.bdhousing.com/details/245648/1080-sqft-3-beds-ready-apartment-sale-rupnagar,Sale,Dhaka,,Rupnagar ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
1500.0,1.0,3.0,3.0,"Mirpur 1 , Dhaka",22000.0,Residential,https://www.bdhousing.com/details/245537/1500-sqft-3-beds-apartment-flats-rent-mirpur-1,Rent,Dhaka,,Mirpur 1 ,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No
1440.0,3.0,3.0,3.0,"Basila , Dhaka",15000.0,Residential,https://www.bdhousing.com/details/244208/1440-sqft-3-beds-apartment-flats-for-rent-at-basila,Rent,Dhaka,,Basila ,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
1230.0,2.0,3.0,3.0,"Mirpur 10 , Dhaka",16000.0,Residential,https://www.bdhousing.com/details/244033/1230-sqft-3-beds-apartment-flats-for-rent-at-mirpur-10,Rent,Dhaka,,Mirpur 10 ,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
3800.0,,,,"Motijheel , Dhaka",323000.0,Commercial,https://www.bdhousing.com/details/244421/3800-sqft-office-space-rent-motijheel,Rent,Dhaka,Motijheel,,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
1600.0,2.0,4.0,3.0,"Dhanmondi , Dhaka",36000.0,Residential,https://www.bdhousing.com/details/243381/1600-sqft-3-beds-apartment-flats-for-rent-at-dhanmondi,Rent,Dhaka,Dhanmondi,,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes
1370.0,3.0,3.0,3.0,"Bashundhara R/A , Dhaka",23000.0,Residential,https://www.bdhousing.com/details/244291/1370-sqft-3-beds-apartment-flats-for-rent-at-bashundhara-r-a,Rent,Dhaka,,Bashundhara R/A ,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
1431.0,2.0,2.0,3.0,"Badda , Dhaka",30000.0,Residential,https://www.bdhousing.com/details/237603/%E0%A6%AE%E0%A6%A7-%E0%A6%AF%E0%A6%AC-%E0%A6%A1-%E0%A6%A1-%E0%A6%AA-%E0%A6%B0%E0%A6%97%E0%A6%A4-%E0%A6%B8%E0%A6%B0%E0%A6%A3-%E0%A6%AE-%E0%A6%87%E0%A6%A8-%E0%A6%B0-%E0%A6%A1-%E0%A6%85%E0%A6%A4-%E0%A6%AF-%E0%A6%A7-%E0%A6%A8-%E0%A6%95-%E0%A6%AB-%E0%A6%AF-%E0%A6%AE-%E0%A6%B2-%E0%A6%AB-%E0%A6%B2-%E0%A6%AF-%E0%A6%9F-%E0%A6%AD-%E0%A7%9C-%E0%A6%B9%E0%A6%AC,Rent,Dhaka,Badda,,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
1700.0,2.0,4.0,3.0,"Uttara , Dhaka",35000.0,Residential,https://www.bdhousing.com/details/243610/rental-adjacent-to-south-br-school,Rent,Dhaka,Uttara,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No
8500.0,,,,"sadar , Mymensingh",297500.0,Commercial,https://www.bdhousing.com/details/243240/8500-sqft-showroom-shop-restaurant-for-rent-at-sadar,Rent,,,"Sadar , Mymensingh",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1500.0,2.0,3.0,3.0,"Uttara , Dhaka",22000.0,Residential,https://www.bdhousing.com/details/244918/3-beds-apartment-flats-rent-uttara-5,Rent,Dhaka,Uttara,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1390.0,2.0,4.0,3.0,"Green Road , Dhaka",30000.0,Residential,https://www.bdhousing.com/details/242280/1390-sqft-3-beds-flats-for-rent-at-green-road,Rent,Dhaka,,Green Road ,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
1350.0,2.0,3.0,3.0,"Badda , Dhaka",,Residential,https://www.bdhousing.com/details/245192/1200-sqft-3-beds-ready-apartment-flats-sale-badda,Sale,Dhaka,Badda,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
400.0,,1.0,2.0,"Uttar Khan , Dhaka",5000.0,Residential,https://www.bdhousing.com/details/245143/400-sqft-2-beds-apartment-flats-rent-uttar-khan,Rent,Dhaka,Uttar Khan,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1770.0,,,,"Mirpur 12 , Dhaka",120000.0,Commercial,https://www.bdhousing.com/details/245139/1770-sqft-office-showroom-shop-restaurant-school-college-atm-booth-for-rent-at-mirpur-12,Rent,Dhaka,,Mirpur 12 ,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
3400.0,6.0,6.0,6.0,"Bashundhara R/A , Dhaka",,Residential,https://www.bdhousing.com/details/245278/3390-sqft-6-beds-duplex-home-sale-bashundhara,Sale,Dhaka,,Bashundhara R/A ,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No
