title,building_type,area,num_bed,num_bath,location,price,amenities,purpose,listing_url
Ready Apartment Sale in Banasree L Block @ 1150 Sqft, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 6500000 ,"Balcony,Drawing,Dining,Parking,Electricity,Water,lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-apartment-sale-in-banasree-l-block
দক্ষিণ বনশ্রীতে ১১৫০ স্কয়ার ফিটের রেডি ফ্ল্যাট, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 6500000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3-%E0%A6%AC%E0%A6%A8%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A4%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
পূর্বাচলে মাত্র ১৫ লক্ষ টাকায় ৩ কাঠা রেডি প্লট, Land ,  katha ,,," Purbachal, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/purbachale-matro-15-lak-takai-3-kathar-ready-plot
দক্ষিণ বনশ্রীতে ১১৫০ স্কয়ার ফিটের রেডি ফ্ল্যাট বিক্রয়, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 6500000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3-%E0%A6%AC%E0%A6%A8%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A4%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%9F
Semi Ready Apartment For Sale in Mirpur -2 @ 850 Sqft, Apartment , 850 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-2, Dhaka",BDT 3825000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 1 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-apartment-for-sale-in-mirpur-2
Property For Sale in Aftabnagar F Block @ 900  Sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Aftabnagar, Dhaka",BDT 4900000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/property-for-sale-in-aftabnagar-f-block
1545 SFT flat for sale @ Shopnonagar Residential Area (near , Apartment , 1545 sqft , 3 Bed(s) , 4 Bath(s) , Dhaka,,"drawing,dining,balcony, 2 Balcony ",sale,https://homefairbd.com/ad/1545-SFT-flat-for-sale---Shopnonagar-Residential-Area--near-
Apartment For Sale in Mirpur Senpara @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7200000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/apartment-for-sale-in-mirpur-senpara
Apartment Sale in Mirpur Kallyanpur @ 1300 Sqft, Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7600000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 3 Balcony ",Sale,https://homefairbd.com/ad/apartment-sale-in-mirpur-kallyanpur
Used Apartment Sale in Mohammadpur @ 1600 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 16800000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-mohammadpur
Used Property Sale in North Road Dhanmondi @ 850 Sqft, Apartment , 850 sqft , 2 Bed(s) , 2 Bath(s) ," Dhanmondi, Dhaka",BDT 7500000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-north-road-dhanmondi
Semi ready Property in Baitul Aman Housing @ 1600 Sqft , Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 9600000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/semi-ready-property-in-baitul-aman-housing
মিরপুর মনিপুরি পাড়ায় ১০০০ স্কয়ার ফিটের সেমি রেডি ফ্ল্যাট, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-2, Dhaka",BDT 5150000 , 2 Balcony ,,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0-%E0%A6%AE%E0%A6%A8%E0%A6%BF%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A6%BF-%E0%A6%AA%E0%A6%BE%E0%A7%9C%E0%A6%BE%E0%A7%9F-%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A6%BF-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AB%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F
Semi Ready Apartment Sale in Mirpur Senpara @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7200000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-partment-Sale-in-mirpur-senpara
Semi Ready Apartment in Mirpur Monipuripara @ 1000 Sqft, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-2, Dhaka",BDT 5150000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",,https://homefairbd.com/ad/semi-ready-apartment-in-mirpur-monipuripara
Semi Ready Apartment For Sale in Mirpur Kallyanpur , Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Kallyanpur, Dhaka",BDT 7600000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 3 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-apartment-for-sale-in-mirpur-kallyanpur
Semi Ready Apartment Sale in Baitul Aman Housing @ 1600 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 9600000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-apartment-sale-in-baitul-aman-housing
Semi Ready Apartment For Sale in Mirpur @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7200000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-apartment-for-sale-in-mirpur
Ready Apartment For Sale in Mirpur Senpara @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7200000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-apartment-for-sale-in-mirpur-senpara
South Facing Apartment in Bashundhara G block @ 1600 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 12000000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",,https://homefairbd.com/ad/south-facing-apartment-in-bashundhara-g-block
South Facing Used Property Sale in Adabor @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 4 Bath(s) ," Adabor, Dhaka",BDT 8300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/south-facing-used-property-sale-in-adabor
Semi Ready Apartment Sale in Mohammadpur @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6900000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-apartment-sale-in-mohammadpur
Semi Ready Property Sale in Aftabnagar @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Aftabnagar, Dhaka",BDT 7300000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-property-for-sale-in-aftabnagar-g-block
Used Apartment Sale in Modhubag Mogbazar @ 1087 Sqft, Apartment , 1087 sqft , 3 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 6500000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 3 Balcony ",Sale,https://homefairbd.com/ad/used-apartment-sale-in-modhubag-mogbazar
South Facing Apartment Sale in Modhubag Mogbazar @ 1087 Sqft, Apartment , 1087 sqft , 3 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 6500000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 3 Balcony ",Sale,https://homefairbd.com/ad/south-facing-apartment-sale-in-modhubag-mogbazar
Luxurious Apartment in Bashundhara D block @ 1472 Sqft, Apartment , 1472 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11800000 ,"Balcony,Drawing,Dining,Parking,Electricity,Water,lift,Generator, 2 Balcony ",,https://homefairbd.com/ad/luxurious-apartment-in-bashundhara-d-block
Ready Flat Sale in Madartek Nandipara @ 1650 Sqft, Apartment , 1650 sqft , 4 Bed(s) , 4 Bath(s) ," Madartek, Dhaka",BDT 9200000 ,"Balcony,Drawing,Dining,Lift,generator,generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/ready-flat-sale-in-madartek-nandipara
মাওয়া মেইন রোডের সাথে আবাসিক জমি @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2500000 ,[None],,https://homefairbd.com/ad/mawa-main-roader-sathe-abashik-jomi
Plot Sale in Purbachal Homeland City @ 3 Katha, Land ,  katha ,,," Purbachal, Dhaka",BDT 1500000 ,[None],Sale,https://homefairbd.com/ad/plot-sale-in-purbachal-homeland-city
Resedential Plot Sale in Mawa Road @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],Sale,https://homefairbd.com/ad/resedential-plot-sale-in-mawa-road
Semi Ready Flat Sale in Mirpur Monipuripara @ 1000 Sqft, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-2, Dhaka",BDT 5150000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-mirpur-monipuripara
Semi Ready Property Sale in Modhubag Mogbazar @ 1650 Sqft, Apartment , 1650 sqft , 3 Bed(s) , 3 Bath(s) ," Mogbazar, Dhaka",BDT 10725000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking,parking, 4 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-property-sale-in-modhubag-mogbazar
কেরানীগঞ্জে আকর্ষনীয় মূল্যে ৩ কাঠার রেডি প্লট , Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87-%E0%A6%86%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%B7%E0%A6%A8%E0%A7%80%E0%A7%9F-%E0%A6%AE%E0%A7%82%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Commercial Plot Beside Mawa Road @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],sale,https://homefairbd.com/ad/commercial-plot-beside-mawa-road
"২২০০বগফুট  ৪ বেড সুইমিং পুল, জিম, কমিউনিটি হল", Apartment , 2200 sqft , 4 Bed(s) , 5 Bath(s) ,,BDT 18700000 ,[None],,https://homefairbd.com/ad/%E0%A7%A8%E0%A7%A8%E0%A7%A6%E0%A7%A6%E0%A6%AC%E0%A6%97%E0%A6%AB%E0%A7%81%E0%A6%9F--%E0%A7%AA-%E0%A6%AC%E0%A7%87%E0%A6%A1-%E0%A6%B8%E0%A7%81%E0%A6%87%E0%A6%AE%E0%A6%BF%E0%A6%82-%E0%A6%AA%E0%A7%81%E0%A6%B2--%E0%A6%9C%E0%A6%BF%E0%A6%AE--%E0%A6%95%E0%A6%AE%E0%A6%BF%E0%A6%89%E0%A6%A8%E0%A6%BF%E0%A6%9F%E0%A6%BF-%E0%A6%B9%E0%A6%B2
Semi Ready Property Sale in Mohammadpur @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6900000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-property-sale-in-mohammadpur
Residential Apartment Sale in Bashundhara G block , Apartment , 1405 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 10300000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/residential-apartment-sale-in-bashundhara-g-block
Apartment For Sale in Mohammadpur Adabor @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6000000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/apartment-for-sale-in-mohammadpur-adabor
Ready Plot Sale in Police Housing Society @ 3 Katha, Land ,  katha ,,," Purbachal, Dhaka",BDT 1500000 ,[None],Sale,https://homefairbd.com/ad/ready-plot-sale-in-police-housing-society
Used Flat For Sale in Iqbal road mohammadpur @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 14000000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",Sale,https://homefairbd.com/ad/used-flat-for-sale-in-iqbal-road-mohammadpur
Commercial Land near Postagola Bridge @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 3000000 ,[None],sale,https://homefairbd.com/ad/commercial-land-near-postagola-bridge
South Facing Used Apartment Sale in Aftabnagar @ 1175 Sqft, Apartment , 1175 sqft , 3 Bed(s) , 2 Bath(s) ," Aftabnagar, Dhaka",BDT 7100000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/south-facing-used-apartment-sale-in-aftabnagar
Flat For Sale in Iqbal road mohammadpur @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 14000000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 1 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-iqbal-road-mohammadpur
Mawa Main Roader Sathe Residential Plot @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1250000 ,[None],,https://homefairbd.com/ad/mawa-main-roader-sathe-residential-plot
Resedential Plot Sale near Postagola Bridge @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1250000 ,[None],Sale,https://homefairbd.com/ad/resedential-plot-sale-near-postagola-bridge
Resedential Land Sale near Postagola Bridge @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1250000 ,[None],Sale,https://homefairbd.com/ad/esedential-land-for-sale-near-Postagola-bridge
Ready Flat Sale in Adabor Mohammadpur @ 962 Sqft, Apartment , 962 sqft , 2 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 5600000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/ready-flat-sale-in-adabor-mohammadpur
Used Property For Sale in Bashundhara F block @ 2000 Sqft, Apartment , 2000 sqft , 4 Bed(s) , 5 Bath(s) ," Bashundhara , Dhaka",BDT 16000000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/used-property-for-sale-in-bashundhara-f-block
Property Sale in Bashundhara G block @ 1400 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 12000000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/property-for-sale-in-bashundhara-g-block
Used Property for Sale in Adabor Mohammadpur @ 962 Sqft, Apartment , 962 sqft , 2 Bed(s) , 2 Bath(s) ," Adabor, Dhaka",BDT 5600000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator,Parking, 3 Balcony ",Sale,https://homefairbd.com/ad/used-property-for-sale-in-adabor-mohammadpur
Dhaka Golden Cityte Kistite Residential Plot @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1250000 ,[None],,https://homefairbd.com/ad/dhaka-golden-cityte-kistite-residential-plot
South Facing Used Property For Sale in Adabor @ 1400 Sqft, Apartment , 1400 sqft , 3 Bed(s) , 4 Bath(s) ," Mohammadpur, Dhaka",BDT 8300000 ,"Drawing,Dining,Electricity,Lift,Water,generator,Parking, 2 Balcony ",Sale,https://homefairbd.com/ad/south-facing-used-property-for-sale-in-adabor
Used Flat Sale in Modhubag Mogbazar @ 1087 Sqft, Apartment , 1087 sqft , 3 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 6500000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 3 Balcony ",Sale,https://homefairbd.com/ad/used-flat-sale-in-modhubag-mogbazar
Used Property Sale in Modhubag Mogbazar @ 1000 Sqft, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 3600000 ,"Balcony,Drawing,Dining,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-modhubag-mogbazar
Used Property For Sale in Mogbazar Modhubag @ 1000 Sqft, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 3600000 ,"Balcony,Drawing,Dining,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-for-sale-in-mogbazar-modhubag
Used Flat Sale in Mogbazar Modhubag @ 1000 Sqft, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 3600000 ,"Balcony,Drawing,Dining,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-sale-in-mogbazar-modhubag
Used Property in Kalabagan lake circle road @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Kalabagan, Dhaka",BDT 10800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",,https://homefairbd.com/ad/used-property-in-kalabagan-lake-circle-road
Ready Apartment For sale in Mohammadpur Adabor @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6000000 ,"Balcony,Drawing,Dining,Electricity,Water,lift,Generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-apartment-for-sale-in-mohammadpur-adabor
South Facing Commercial Plot Beside Mawa Road @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 3000000 ,[None],,https://homefairbd.com/ad/south-facing-commercial-plot-beside-mawa-road
Resedential Plot near Postagola Bridge @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],sale,https://homefairbd.com/ad/resedential-plot-near-postagola-bridge
পূর্বাচলে মাত্র ১৫ লক্ষ টাকায় ৩ কাঠার রেডি প্লট, Land ,  katha ,,," Purbachal, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/purbachale-matro15-lak-takai-3-kathar-ready-plot
Semi Ready Flat Sale in Madartek Nandipara @ 1450 Sqft, Apartment , 1450 sqft , 3 Bed(s) , 3 Bath(s) ," Madartek, Dhaka",BDT 8190000 ,"Balcony,Drawing,Dining,Lift,generator,generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-madartek-nandipara
ঢাকা সান সিটিতে কিস্তিতে আবাসিক প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/dhaka-sun-cityte-kistite-abashik-plot
মাওয়া মেইন রোডের সাথে দক্ষিণমুখী প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2500000 ,[None],,https://homefairbd.com/ad/%E0%A6%AE%E0%A6%BE%E0%A6%93%E0%A7%9F%E0%A6%BE-%E0%A6%AE%E0%A7%87%E0%A6%87%E0%A6%A8-%E0%A6%B0%E0%A7%8B%E0%A6%A1%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%A5%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%80-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Full Ready Apartment Sale in Bashundhara G block @ 1405 Sqft, Apartment , 1405 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 10300000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator,parking, 3 Balcony ",Sale,https://homefairbd.com/ad/full-ready-apartment-sale-in-bashundhara-g-block
৩ কাঠা প্লটের মূল্য একদম হাতের নাগালে, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/price-of-3-katha-plot-at%20the-hand
Flat For Sale in Kalabagan lake circle road @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Kalabagan, Dhaka",BDT 10800000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-kalabagan-lake-circle-road
Dhaka Golden Cityte Abashik Jomi @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/dhaka-golden-cityte-abashik-land
ঢাকা গোল্ডেন সিটিতে কিস্তিতে প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/dhaka-golden-cityte-kistite-plot
Plot in dhaka golden city with attractive price @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1250000 ,[None],sale,https://homefairbd.com/ad/plot-in-dhaka-golden-city-with-attractive-price-2.5-katha
মাওয়া মেইন রোডের সাথে আবাসিক প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2500000 ,[None],,https://homefairbd.com/ad/mawa-main-roader-sathe-abashik-plot
Used Property Sale in Mogbazar Modhubag @ 1000 Sqft, Apartment , 1000 sqft , 2 Bed(s) , 2 Bath(s) ," Mogbazar, Dhaka",BDT 3600000 ,"Balcony,Drawing,Dining,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-sale-in-mogbazar-modhubag
Used Apartment Sell in Mohammadpur Adabor @ 1105 Sqft, Apartment , 1105 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6000000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",,https://homefairbd.com/ad/used-apartment-sell-in-mohammadpur-adabor
 Mawa Main Roader Sathe South Facing Plot @ 2.5 Katha , Land ,  katha ,,," Keranigonj, Dhaka",BDT 1250000 ,[None],,https://homefairbd.com/ad/mawa-main-roader-sathe-south-facing-plot
Used Property For Sale in Mohammadpur @ 1383 Sqft, Apartment , 1383 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 8300000 ,"Balcony,Drawing,Dining,Electricity,Water,Lift,Generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-property-for-sale-in-mohammadpur
Ready flats/apartments at Uttara 5 for sale , Apartment , 1300 and 1270 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",,"electricity,water,parking, 3 Balcony ",sale,https://homefairbd.com/ad/Ready-flats-apartments-at-Uttara-5-for-sale-
Used Flat For Sale in Mohammadpur @ 1105 Sqft, Apartment , 1105 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 6000000 ,"Drawing,Dining,Electricity,Water,Lift,Generator,parking, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-for-sale-in-mohammadpur
পূর্বাচলে ১০ কাঠার বালুভরাট প্লট, Land ,  katha ,,," Purbachal, Dhaka",BDT 80000000 ,[None],,https://homefairbd.com/ad/%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%B2%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A7%81%E0%A6%AD%E0%A6%B0%E0%A6%BE%E0%A6%9F-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
ঢাকা সান সিটিতে সহজ কিস্তিতে প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1500000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%B8%E0%A6%B9%E0%A6%9C-%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Commercial Land Sale in Dhaka Golden City @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 3000000 ,[None],Sale,https://homefairbd.com/ad/commercial-land-sale-in-dhaka-golden-city
Dhaka Sun Cityte South Facing Commercial Plot @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1800000 ,[None],,https://homefairbd.com/ad/dhaka-sun-cityte-south-facing-commercial-plot
Plot sell at Uttara 3rd phase, Land ,  katha ,,, Dhaka,BDT 28500000 ,[None],sale,https://homefairbd.com/ad/Plot-sell-at-Uttara-3rd-phase
Commercial Land Sale near Postagola Bridge @ 5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 3000000 ,[None],Sale,https://homefairbd.com/ad/commercial-land-sale-near-postagola-bridge
৭২ কিস্তিতে ৩ ও ৫ কাঠা প্লট @ কেরানীগঞ্জ, Land ,  katha ,,, Dhaka,BDT 2500000 ,[None],,https://homefairbd.com/ad/3-and-5-katha-plot-for-sale-in-keraniganj-dhaka-with-72-installment
