address,num_bath_rooms,num_bed_rooms,property_overview,price,purpose,property_url,area,property_description,building_type,cctv-security-amenity,parking-spaces-amenity,electricity-backup-amenity,balcony-or-terrace-amenity,maintenance-staff-amenity,swimming-pool-amenity,furnished-amenity,building_nature,city,locality
Gulshan Dhaka,0.0,3.0,"Non Furnished Apartment rent Gulshan-1
it is lake park view apartment and brand new for foreigner family only.",80000.0,Rent,https://sharif.com.bd/dhaka/10179/apartment-rent-gulshan-dhaka,2200,Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"The commercial space is near Gulshan-2 circle 
and it is comply building for office use only",150.0,Rent,https://sharif.com.bd/dhaka/10173/office-space-rent-gulshan-dhaka,2910,Office Space Rent Gulshan Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"The Commercial building is prime location of Gulshan Avenue 
Floor size-Office Size: 6500 Sft (approx) Building status existing [completed] 
Main Usage commercial office 
Building Condition – Brand New 
Building Made By – Concord Real Estate (As a developer) 
Land Owner – The space is Land Owner portion
Rental offering floor – 9th floors & size-6500 approx including common space lift & stair.
Carpeting Area for work station-4800  approximate .
Number of Lift-2 exclusive lift per lift-21 person  
Number of Stair -2  
Fire sensor and instrument available of each floor.
Parking for per floor-2
Per sqf- Rent-160 BDT  fixed  per month.
Service Charge –15 BDT
Advance-12 Month 
Security Deposit-01 (One Year)
Agreement Period-5 years 
Increasing Rent 15% after every 2 years",160.0,Rent,https://sharif.com.bd/dhaka/10168/commercial-building-rent-gulshan-dhaka,6500,Commercial Building Rent Gulshan Dhaka,Office,,3.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"Independent commercial building rent Banani
it is only for foreign company and the building has 6 storied
Rajuk permitted commercial we are offering for rent an office only 
the offer for foreign company and it's all facilities included their business center",1500000.0,Rent,https://sharif.com.bd/dhaka/10170/commercial-building-rent-banani-dhaka,20000,Commercial Building Rent Banani Dhaka,Office,,8.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"The commercial space is prime located in Gulshan
we are offering for rental only for office use
Typical Floor-1255 SFT 5th floor of the building
Tenant Acceptance for 100 % of floor  size-Full floor -1255 sqf
Monthly Rental per Sft-130 BDT Per Month
Car Parking slots-No Parking for for the portion of floor
Lease Term-5 years 
Advance (adjustable)-12 Month
Lock in Period	3 Years &The Lessee will agree to not serve any notice to terminate the agreement during the lock in period.
Rent Free Period-The Lessor will allow the Lessee 1 Month of Rent Free Period to complete interior decoration and other required activities by the Lessee.
Rent Escalation-After expiry of every 36 months (3 years) of the lease agreement, the rent will escalate by 15%
Service Charge-For the purpose of using common facility the Lessee will pay Taka 10/sft to the Lessor or directly to Building Management Authority.
Security Deposit-Security Deposit The Lessee will pay 6 months rental to Lessor as Security, Deposit which will be adjusted at the end of the lease agreement (without interest).
Value Added Tax (VAT)-All the applicable Value Added Tax (VAT) will be on account of the Lessee. Lessor will not take any responsibility.
Advance Income Tax (AIT)-At the time of making any / all payments to Lessor by the Lessee, the Lessee will deduct Advance Income Tax (AIT) Source.
Notice Period-6 (Six) months lead time in way of certified notice after expiry of the lock in period
Lease Commencement Date-From the day of signing the lease which will include the rent free period mentioned above
Renewal of Lease-The Lessee shall give written notice to Lessor of his/her
intention to renew the Lease at least three months
Before expiry of the lease period. Should the Lessee and
Lessor agree upon extending the lease under new and
mutually agreed upon terms and conditions, the like will
be communicated in writing within Thirty (30)
days of receiving the said notice from the Lessee",130.0,Rent,https://sharif.com.bd/dhaka/10172/office-rent-gulshan-dhaka,1255,Office Rent Gulshan Dhaka,Office,,,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"It is apartment office at Bannai road 4
with one car parking ,we are offering for better company
you can set your back office only because it is residential building",80000.0,Rent,https://sharif.com.bd/dhaka/10171/apartment-rent-banani-dhaka,1800,Apartment Rent Banani Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,5.0,"The duplex apartment for rent for foreigner family
it is 4 bed apartment in Gulshan-2 very close to Manarat School 
and another side Gulshan Avenue ,close to Super shop and other life leading facilities .",250000.0,Rent,https://sharif.com.bd/dhaka/10169/duplex-apartment-rent-gulshan-dhaka,4500,Duplex Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is complete furnished apartment 
three bed drawing and dining and family living",120000.0,Rent,https://sharif.com.bd/dhaka/10155/furnished-apartment-dhaka-bangladesh,2400,Furnished Apartment Rent Dhaka Bangladesh,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"It is the prime location of Gulshan for renown companies  
we are offering the floor for foreign companies for rental purpose
the property at glance for getting better idea for your business 
1-Location of the Project -Gulshan  Avenue , Dhaka
2-Address-Gulshan Avenue, Dhaka 1212
3-Building condition-15 years old
4-Main Usage -Commercial Office only
5-Building Made By -Own Management
6-Number of Lift-2 exclusive lift per lift-14 person 
7-Number of Stair-2 Stair 
8-Generator Support-Full backup Generator 
9-Lessor-Building Owner  
10-Typical Floor-5500 SFT 5th floor of the building
11-Tenant Acceptance for 100 % of floor  size-Full floor -5500 sqf
12-Monthly Rental per Sft-120 BDT Per Month
13-Car Parking slots-1 Parking for per floor
14-Lease Term-5 years 
15-Advance (adjustable)	6 Month
16-Lock in Period-3 Years &The Lessee will agree to not serve any notice to terminate the agreement during the lock in period.
17-Rent Free Period-The Lessor will allow the Lessee 1 Month of Rent Free Period to complete interior decoration and other required activities by the Lessee.
18-Rent Escalation-After expiry of every 36 months (3 years) of the lease agreement, the rent will escalate by 15%
19-Service Charge-For the purpose of using common facility the Lessee will pay Taka 12/sft to the Lessor or directly to Building Management Authority.
20-Security Deposit	Security Deposit -The Lessee will pay 6 months rental to Lessor as Security, Deposit which will be adjusted at the end of the lease agreement (without interest).
21-Value Added Tax (VAT)-All the applicable Value Added Tax (VAT) will be on account of the Lessee. Lessor will not take any responsibility.
22-Advance Income Tax (AIT)-At the time of making any / all payments to Lessor by the Lessee, the Lessee will deduct Advance Income Tax (AIT) Source.
23-Notice Period-6 (Six) months lead time in way of certified notice after expiry of the lock in period
24-Lease Commencement Date-From the day of signing the lease which will include the rent free period mentioned above
25-Renewal of Lease-The Lessee shall give written notice to Lessor of his/her
intention to renew the Lease at least three months
Before expiry of the lease period. Should the Lessee and
Lessor agree upon extending the lease under new and
mutually agreed upon terms and conditions, the like will
be communicated in writing within Thirty (30)
days of receiving the said notice from the Lessee",120.0,Rent,https://sharif.com.bd/dhaka/10167/commercial-space-rent-gulshan-dhaka,5500,Commercial Space Rent Gulshan Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is north Gulshan semi furnished apartment 
for foreigner and you can take as it is or you can take additional furniture for 
making living facilities better after negotiation ,the apartment has 3 bed drawing and dining 
it is 5th floor of the building",130000.0,Rent,https://sharif.com.bd/dhaka/10156/semi-furnished-apartment-rent-gulshan-dhaka,3300,Semi Furnished Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is complete furnished apartment
three bed drawing and dining and family living 
we are offering the apartment for rent and it could be indoor residential office but foreigner 
mandatory .",150000.0,Rent,https://sharif.com.bd/dhaka/10157/furnished-apartment-rent-dhaka-bangladesh,3000,Furnished Apartment Rent Dhaka Bangladesh,Office,,1.0,Yes,,,,Yes,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Location- Gulshan 
Focusing office- Medical Center
Floor size-Office Size: 3625 Sft (approx) 
Height (architectural) -10 Miter or 50 Fit approximate
Floors (above ground) -5
Floors (below ground) -00
Building type high-rise building 
Building status existing [completed] 
Main Usage commercial office approved by Rajuk
Building Condition – 20 years old as per Rajuk & re-structure   year-2014
Building Made By – Own (As a developer) 
Floor Owner – Single Family 
Rental offering floor – 2nd & 3rd  floors size-3625 approx including common space lift & stair.
Carpeting Area for work station-3400 approximate.
Number of Lift-1 exclusive lift -11 person   capacity
Number of Stair -2  
Fire instrument available of each floor.
Every side of the building is open by using glass walls for sun lighting with follows present commercial office space demand.   
Parking for per floor-01(One) 
Per sqf- Rent- BDT 100/= per sft excluding VAT, TAX & Service Charge.
Service Charge –Actual
Advance-06 Month 
Agreement Period-5 years 
Increasing Rent 10% after every 2 years",100.0,Rent,https://sharif.com.bd/dhaka/10164/office-for-rent-in-dhaka-bangladesh,3625,Office For Rent in Dhaka Bangladesh,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,4.0,"The duplex apartment for rent Banani road-27
and it is for foreign family or silent office
The family leading life is so sensitive for safety and security with other facilities like school, college, hospital and other communities and the friends and relatives circle and we are hoping you may find like this .
The duplex apartment is located Banani graveyard and all typles of living facilities with very low cost for living here.",80000.0,Rent,https://sharif.com.bd/dhaka/10160/duplex-apartment-rent-banani-dhaka,2800,Duplex Apartment Rent Banani Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"Independent commercial building rent Banani 
it is only for foreign company and the building has 6 storied 
Rajuk permitted commercial we are offering for rent an office only",1200000.0,Rent,https://sharif.com.bd/dhaka/10159/independent-house-for-rent-banani,18000,Independent House Rent Banani,Duplex,,9.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is semi furnished apartment for residential purpose
and located very prime area of Gulshan and close to 
United hospital and many Embassy is here",120000.0,Rent,https://sharif.com.bd/dhaka/10158/apartment-for-rent-gulshan-dhaka,3500,Apartment For Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Luxury furnished apartment rent Gulshan-2
it is three bed drawing and dining and family living",180000.0,Rent,https://sharif.com.bd/dhaka/10161/furnished-apartment-rent-gulshan,3000,Furnished Apartment Rent Gulshan,Apartment,,2.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,3.0,"It is non furnished apartment at Banani
for foreigner family only it's three bed apartment",100000.0,Rent,https://sharif.com.bd/dhaka/10162/apartment-rent-banani-dhaka,2000,Apartment Rent Banani Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Banani Dhaka,0.0,0.0,"It is comply commercial building in Banani 
Kemal Ataturk avenue for corporate office
Building Name-Concord Colosseum Tower
1-Location of the Project	Kemal Ataturk  Avenue , Dhaka
2-Address-158/E Kemal Ataturk Ave, Dhaka 1212
3-Building condition -5 years Old
4-Main Usage -Commercial Office only
5-Building Made By -Concord Real Estate (As a developer) 
6-Number of Lift-2 exclusive lift per lift-14 person 
7-Number of Stair-2 Stair 
8-Generator Support-Full backup Generator 
9-Lessor-Floor owner  
10-Typical Floor-2700 SFT 5th floor of the building
11-Tenant Acceptance for 100 % of floor  size-Full floor -2700 sqf
12-Monthly Rental per Sft-130 BDT Per Month
13-Car Parking slots-1 Parking for per floor
14-Lease Term-5 years 
15-Advance (adjustable)-12 Month
16-Lock in Period-3 Years &The Lessee will agree to not serve any notice to terminate the agreement during the lock in period.
17-Rent Free Period-The Lessor will allow the Lessee 1 Month of Rent Free Period to complete interior decoration and other required activities by the Lessee.
18-Rent Escalation-After expiry of every 36 months (3 years) of the lease agreement, the rent will escalate by 15%
19-Service Charge-For the purpose of using common facility the Lessee will pay Taka 12/sft to the Lessor or directly to Building Management Authority.
20-Security Deposit-Security Deposit The Lessee will pay 6 months rental to Lessor as Security, Deposit which will be adjusted at the end of the lease agreement (without interest).
21-Value Added Tax (VAT)-All the applicable Value Added Tax (VAT) will be on account of the Lessee. Lessor will not take any responsibility.
22-Advance Income Tax (AIT)-At the time of making any / all payments to Lessor by the Lessee, the Lessee will deduct Advance Income Tax (AIT) Source.
23-Notice Period-6 (Six) months lead time in way of certified notice after expiry of the lock in period
24-Lease Commencement Date-From the day of signing the lease which will include the rent free period mentioned above
25-Renewal of Lease-The Lessee shall give written notice to Lessor of his/her
	intention to renew the Lease at least three months
	Before expiry of the lease period. Should the Lessee and
	Lessor agree upon extending the lease under new and
	mutually agreed upon terms and conditions, the like will
	be communicated in writing within Thirty (30)
	days of receiving the said notice from the Lessee",130.0,Rent,https://sharif.com.bd/dhaka/10163/office-rent-banani-dhaka,2700,Office Rent Banani Dhaka,Office,Yes,1.0,Yes,,Yes,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"Building Name-Concord Bilkise Tower
1-Location of the Project-Gulshan Madani  Avenue , Dhaka
2-Address Address: -Plot 40/6 Gulshan North Ave, Dhaka 1212
3-Building condition -Brand New
4-Main Usage -Commercial Office only
5-Building Made By -Concord Real Estate (As a developer) 
6-Number of Lift-2 exclusive lift per lift-21 person 
7-Number of Stair-2 Stair 
8-Generator Support-Full backup Generator 
9-Lessor-Land Owner Portion  
10-Typical Floor-3500 SFT per floor of the building
11-Tenant Acceptance for 100 % of floor  size	
12-Monthly Rental per Sft-140 BDT Per Month
13-Car Parking slots-2 Parking for per floor
14-Lease Term-5 years 
15-Advance (adjustable)-6 Month
16-Lock in Period-3 Years &The Lessee will agree to not serve any notice to terminate the agreement during the lock in period.
17-Rent Free Period-The Lessor will allow the Lessee 1 Month of Rent Free Period to complete interior decoration and other required activities by the Lessee.
18-Rent Escalation-After expiry of every 36 months (3 years) of the lease agreement, the rent will escalate by 15%
19-Service Charge-For the purpose of using common facility the Lessee will pay Taka 12/sft to the Lessor or directly to Building Management Authority.
20-Security Deposit-Security Deposit The Lessee will pay 3 months rental to Lessor as Security, Deposit which will be adjusted at the end of the lease agreement (without interest).
21-Value Added Tax (VAT)-All the applicable Value Added Tax (VAT) will be on account of the Lessee. Lessor will not take any responsibility.
22-Advance Income Tax (AIT)-At the time of making any / all payments to Lessor by the Lessee, the Lessee will deduct Advance Income Tax (AIT) Source.
23-Notice Period-6 (Six) months lead time in way of certified notice after expiry of the lock in period
24-Lease Commencement Date-From the day of signing the lease which will include the rent free period mentioned above
25-Renewal of Lease-The Lessee shall give written notice to Lessor of his/her
intention to renew the Lease at least three months
Before expiry of the lease period. Should the Lessee and
Lessor agree upon extending the lease under new and
mutually agreed upon terms and conditions, the like will
be communicated in writing within Thirty (30)
days of receiving the said notice from the Lessee",140.0,Rent,https://sharif.com.bd/dhaka/10166/commercial-space-rent-dhaka,3500,Commercial Space Rent Dhaka,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"It is open space apartment office 
2 floors of the total space for foreign office or others better companies 
you may take single floor 4000 sqf or 2 floors 8000 sqf",500000.0,Rent,https://sharif.com.bd/dhaka/10154/apartment-office-rent-gulshan-1,8000,Apartment Office rent Gulshan-1,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"This is a furnished apartment for foreign family only and 
it has 3 bed room and a servant room with family living
the bathroom is contiguous to the bedroom and has a window facing balcony. 
It is equipped with : 2 washbasins, shower, bathtub, toilet, built-in shelves,tiles floor
The Location is Gulshan-1 prime location of Gulshan -1 Circle
It's better school and hospital and restaurant and close to diplomat zone",100000.0,Rent,https://sharif.com.bd/dhaka/10143/apartment-rent-dhaka-bangladesh,2000,Apartment Rent Dhaka Bangladesh,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,4.0,"It is a gorgeous furnished apartment at Gulshan-2
for foreigner family and living life is very luxury  
place is very prime in Gulshan and most other facilities",280000.0,Rent,https://sharif.com.bd/dhaka/10144/apartment-rent-gulshan-dhaka,4000,Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is normal furnished apartment for short budget 
family in Gulshan-1 but the apartment available in furniture for life leading simple it has 3 bed drawing and dining 
and family living ,the apartment rental offer for family or bachelor both",100000.0,Rent,https://sharif.com.bd/dhaka/10148/apartment-rent-in-gulshan-dhaka,3200,Apartment Rent in Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,"It is non furnished brand new apartment for rent 
the apartment is 5th floor of the building 3 bed drawing and dining 
with family living and we are offering for foreigner family living only",200000.0,Rent,https://sharif.com.bd/dhaka/10149/apartment-rent-dhaka-bnagladesh,2900,Furnished Apartment Rent Baridhara,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,3.0,"It is non furnished brand new apartment for rent near embassy  
the apartment is 1st floor of the building 3 bed drawing and dining
with family living and we are offering for foreigner family living only",300000.0,Rent,https://sharif.com.bd/dhaka/10150/aprtment-rent-baridhara,3600,Apartment Rent Baridhara Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,4.0,"It is a luxury duplex in Gulshan-2
and properly fitting all type of floor and basin with comet
better kitchen and family living ,muster bed is so different for filling comfort",280000.0,Rent,https://sharif.com.bd/dhaka/10145/duplex-apartment-rent-in-gulshan,3600,Duplex Apartment Rent in Gulshan-2,Apartment,,2.0,Yes,,,,No,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,4.0,"The luxury apartment for diplomat in Dhaka and we are offering the living facilities  
is so much better for indoor and out door of the apartment with GIM and natural views and security is not for delivering words, please visit and think for your family",350000.0,Rent,https://sharif.com.bd/dhaka/10146/luxury-apartment-rent-baridhara,4600,Luxury apartment rent Baridhara,Apartment,,2.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is medium class furnished apartment for foreign family 
Three bed and drawing and dining with family living and a car parking 
very close to Gulshan Avenue",80000.0,Rent,https://sharif.com.bd/dhaka/10147/furnished-apartment-dhaka,1900,Furnished Apartment Rent Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,5.0,"It is better duplex apartment at Gulshan-2
5 bed and very nice and modern decorated building 
it is offering for foreign family only",230000.0,Rent,https://sharif.com.bd/dhaka/10151/duplex-apartment-rent-gulshan,3600,Duplex Apartment Rent Gulshan,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,4.0,"The apartment is 5th floor and it is very shining design and big kitchen
the building has 2 lift for 24 hours service and comfort living rooms 
rental offering to the foreigners only",250000.0,Rent,https://sharif.com.bd/dhaka/10152/apartment-rent-gulshan-dhaka,3800,Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"It is apartment office for rent at Gulshan-1
very prime place near at Gulshan-1 circle 
all floors using for office",130000.0,Rent,https://sharif.com.bd/dhaka/10153/apartment-office-rent-gulshan,2200,Apartment Office rent Gulshan,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,"It is an apartment office for business purpose 
for back office of a reputed company in Dhaka
property is upper floor of the building",200000.0,Rent,https://sharif.com.bd/dhaka/10142/apartment-rent-dhaka-bangladesh,3200,Apartment Rent Dhaka Bangladesh,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"This is a furnished apartment for foreign family only and it has 3 bed room and a servant room with family living 
the bathroom is contiguous to the bedroom and has a window facing courtyard . It is equipped with : 2 washbasins, shower, bathtub, toilet, built-in shelves,tiles floor
The Location is Gulshan-1 prime location for better school and hospital and restaurant and close to diplomat zone",100000.0,Rent,https://sharif.com.bd/dhaka/10141/furnished-apartment-rent-gulshan,2000,Furnished Apartment Rent Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,4.0,"It is a semi furnished apartment for rent in Gulshan-2 & it is a nice apartment and the location in a great better location of Gulshan-2 with numerous restaurants and places to visit nearby. A credible entrance leads to the flat. Bathrooms and kitchen are completed with sturdy fixtures. Each of the rooms are well spacious and lets you have the whole feel of solace and calmness with closed ones. 
The facilities of residential Electricity, gas and water supply is readily available in this apartment so you do not have to worry regarding this.",200000.0,Rent,https://sharif.com.bd/dhaka/10130/home-rental-agency-dhaka,3700,Home Rental Agency in Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Furnished apartment for rent at Gulshan -2
very nice palace from Gulshan-2 circle for office or business
It is very close to English medium school 
very comfortable furniture here and sunlight prefer from the apartment",100000.0,Rent,https://sharif.com.bd/dhaka/10132/apartment-rent-dhaka,2000,Furnished Apartment Rent Gulshan Dhaka,Office,,1.0,Yes,,,,Yes,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"The apartment is for office and it is open apartment 
so you can set office  and it is very close to Banani vegetable market and Banani super market",130000.0,Rent,https://sharif.com.bd/dhaka/10140/apartment-rent-in-dhaka-bangladesh,2000,Apartment Rent in Dhaka Bangladesh,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,"The apartment for rent is an office and it is very prime place of Banani
if we think any of office so it is close to Banani grave yard ,speciall it is open space for 
office setup very smoothly .",150000.0,Rent,https://sharif.com.bd/dhaka/10131/apartment-office-rent-in-banani,2500,Apartment Office rent Banani Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,4.0,"The most common and general definition of a duplex in most of the two separate single family units in one apartment on a single lot, often house-like, connected by a shared wall or floor and with separate entrances to the outside. This, to most, is the definition of both a duplex apartment because of the style of unit as well as a duplex apartment as it is a rental.
The family leading life is so sensitive for safety and security with other facilities like school, college, hospital and other communities and the friends and relatives circle and we are hoping you may find like this .
The duplex apartment is located Banani graveyard and all typles of living facilities with very low cost for living here.",70000.0,Rent,https://sharif.com.bd/dhaka/10139/duplex-apartment-rent-in-banani,3000,Duplex Apartment Rent in Banani,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,4.0,"The master bedroom is contiguous to the bathroom 1 and has  a window facing street and leading to the balcony . It is equipped with : sofa, queen size bed  2 bedside tables, TV, built-in shelves, built-in wall closet, walk in closet, armchair, wall to wall carpet floor. and all other bed is better furnished with all windows curtails and  
the bathroom is contiguous to the bedroom and has a double glazed window facing courtyard . It is equipped with : 2 washbasins, shower, bathtub, toilet, built-in shelves,tiles floor
The Location is Gulshan-2 prime location for better school and hospital and restaurant and close to diplomat zone",250000.0,Rent,https://sharif.com.bd/dhaka/10138/apartment-agent-gulshan,4500,Apartment Agent Gulshan,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"The rental apartment is very Gorgas for foreign people but family only
Furnished apartment for rent at Gulshan -2 very nice palace from Gulshan-2 circle for office or business It is very close to English medium school very comfortable furniture here and sunlight prefer from the apartment",110000.0,Rent,https://sharif.com.bd/dhaka/10133/apartment-for-rent-in-dhaka,2000,Furnished Apartment Rent Gulshan,Office,,1.0,Yes,,,,Yes,Commercial,Dhaka,
Gulshan Dhaka,0.0,4.0,"Duplex furnished apartment rent Gulshan 
for foreigner only 
it has 4 bed and all other facilities",250000.0,Rent,https://sharif.com.bd/dhaka/10137/furnished-apartment-dhaka-bangladesh,4400,Furnished Apartment Rent Dhaka Bangladesh,Apartment,,2.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"The Luxury building in Gulshan 
it is for office only and we are expecting foreign company 
if you have need any luxury office in Gulshan 
please select the building because is not for out looking better 
it has all type of compliance for office",250.0,Rent,https://sharif.com.bd/dhaka/10135/luxury-office-building-rent-gulshan,5500,Luxury Commercial Space Gulshan,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,3.0,"The rental apartment is very Gorgas for foreign people but family only
Furnished apartment for rent at Gulshan -2 very nice palace from Gulshan-2 circle for office or business It is very close to English medium school very comfortable furniture here and sunlight prefer from the apartment",100000.0,Rent,https://sharif.com.bd/dhaka/10134/furnished-apartment-dhaka,1980,Furnished Apartment Rent Gulshan,Office,,1.0,Yes,,,,Yes,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,0.0,"Apartment office rent Nodda Baridhara it is beside of diplomata zone open space in the floor for office only 
any potential client can communicate for their business 
the office for you very silent and better environment",80.0,Rent,https://sharif.com.bd/dhaka/10125/apartment-rent-dhaka-bangladesh,6000,Apartment Office Rent in Dhaka,Office,,2.0,Yes,,,,No,Commercial,Dhaka,
Baridhara Diplomatic Zone,0.0,5.0,"Independent house for rent Baridhara 
it is 2 storied building 
5 bed and 2 car parking",600000.0,Rent,https://sharif.com.bd/dhaka/10124/home-rental-agency-in-dhaka,5000,Home Rental Agency in Dhaka,Duplex,,2.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Furnished apartment at Gulshan-2
for family only 
it has 3 bed drawing and dining",120000.0,Rent,https://sharif.com.bd/dhaka/10121/apartment-for-rent-in-bangladesh,3000,Furnished Apartment For Rent Gulshan-2,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"Non Furnished high secured apartment rent Gulshan
it has 3 bed and drowing and dining",75000.0,Rent,https://sharif.com.bd/dhaka/10122/apartment-for-rent-in-dhaka,1900,Apartment For Rent in Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,"It is fully furnished apartment for family and convenient location and a friendly neighborhood yes this apartment is located exactly gulshan-2. A good amount of school, college and groceries will be located right nearby to your home. All-time electricity backup by generator with updated apartment fittings will make your life smooth.",100000.0,Rent,https://sharif.com.bd/dhaka/10129/furnished-apartment-rent-gulshan,2200,Full Furnished Apartment Rent Gulshan Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,4.0,"Independent House Baridhara
it is 2 storied building 
for foreigner only",500000.0,Rent,https://sharif.com.bd/dhaka/10123/home-rent-baridhara-dhaka,4000,Home Rent Baridhara Dhaka,Duplex,,2.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,3.0,Furnished apartment for rent Gulshan,100000.0,Rent,https://sharif.com.bd/dhaka/10128/furnished-apartment-for-rent-gulshan-dhaka,2200,Full furnished apartment rent Gulshan-2 Dhaka,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
Baridhara Diplomatic Zone,0.0,20.0,"Independent house rent Baridhara it is 6 storied building 5 apartments for rent and every apartment has 2700 sqf with a car parking it is for foreigner only 
and any foreign company for their corporate office or guest house",1250000.0,Rent,https://sharif.com.bd/dhaka/10126/independent-house-for-rent-baridhara-dhaka,13500,Independent House Rent Baridhara Dhaka,Duplex,,6.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"Commercial property rent in Gulshan Dhaka
it is for office only 
Size-3000 sqf and you cam make your corporate office or country head office",100.0,Rent,https://sharif.com.bd/dhaka/10119/property-rent-in-dhaka,3000,Property Rent in Gulshan Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,4.0,"Non furnished apartment for rent at Gulshan-2
it is brand new building for residence only 
preferred foreigner family living 
high security 24 hours generator support 
and very  silent area with close to Gulshan-2 circle",200000.0,Rent,https://sharif.com.bd/dhaka/10127/apartment-for-rent-in-dhaka,3000,Apartment For Rent in dhaka,Apartment,,2.0,Yes,,,,Yes,Residential,Dhaka,
